StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q298_1,Q336_1,Q334_1,Q208_1,Q208_5,Q208_6,Q208_7,Q208_8,Q208_9,Q208_10,Q216_1,Q337_1,Q339_1,Q195_1,Q195_5,Q195_6,Q195_7,Q195_8,Q195_9,Q195_10,Q305_1,Q338_1,Q340_1,Q304_1,Q304_5,Q304_6,Q304_7,Q304_8,Q304_9,Q304_10,Q4_1,Q323_1,Q324_1,Q9_1,Q9_2,Q9_3,Q12_1,Q13_1,Q326_1,Q448_1,Q449_1,Q450_1,Q453_1,Q453_2,Q453_3,Q455_1,Q456_1,Q457_1,Q412_1,Q413_1,Q413_5,Q413_6,Q413_7,Q413_8,Q413_9,Q413_10,Q414_1,Q415_1,Q415_5,Q415_6,Q415_7,Q415_8,Q415_9,Q415_10,Q418_1,Q419_1,Q419_5,Q419_6,Q419_7,Q419_8,Q419_9,Q419_10,Like_Free_R,Hard_Free_R,Pol_High_1,Age_High,Gender_High,Race_High,School_High,Debrief,id
2024-10-05 00:08:43,2024-10-05 00:16:46,IP Address,67.6.173.68,100,483,True,2024-10-05 00:16:47,R_7VHZDRHtzv9FfqA,,,,,38.9336,-92.363,anonymous,EN,Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Strongly Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,50,9,23,50,-50,3,3,-1,6,6,50,20,-9,50,-50,-3,-5,-50,-50,0,50,50,39,50,-9,1,1,0,-2,1,,,,,,,,,,50,50,50,Somewhat Surprised,Slightly Surprised,Not Surprised,3,10,46,50,50,-50,16,-8,-5,4,6,50,10,12,-11,-10,5,-3,5,50,50,50,-7,-2,1,1,1,mcq.,too many reading.,3,20,Male,Asian/Pacific Islander,Sophmore,,92666
2024-10-04 15:39:09,2024-10-05 14:49:30,IP Address,161.130.189.193,100,83420,True,2024-10-05 14:49:31,R_6C9fxEZP3CejQrG,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Disagree,Agree,Agree,Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,21,-17,15,12,-14,19,12,15,11,14,-21,15,-8,11,-24,11,17,14,12,18,-6,-20,10,6,-15,7,6,9,7,14,6,-9,8,Somewhat Surprised,Slightly Surprised,Somewhat Surprised,18,-9,23,,,,,,,,,,16,11,-22,14,15,9,11,19,-28,21,-17,13,17,25,11,6,-5,5,-4,4,3,18,3,5,"I like how I could voice my own opinion. ","Trying to figure out how I felt about some situations. ",8,18,Female,Caucasian/White,Freshman,,91794
2024-10-05 18:11:58,2024-10-05 18:29:21,IP Address,173.31.205.226,100,1043,True,2024-10-05 18:29:22,R_5kvpAOflUdTx4GH,,,,,38.9336,-92.363,anonymous,EN,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Disagree,Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,15,-33,25,35,-38,6,-5,-5,-15,-10,-10,20,-25,40,-45,45,45,46,46,45,35,15,20,-17,31,-45,-45,-42,-42,-41,,,,,,,,,,40,-13,42,Slightly Surprised,Not Surprised,Very Surprised,12,-20,31,11,-6,4,-9,-7,-9,-10,-8,-28,46,-48,46,47,45,47,46,42,-20,40,-23,-25,-25,-28,-25,I liked the different perspective you could get from the essays.,"Dissecting my personal beliefs about the issues and where they come from. ",10,19,Male,Caucasian/White,Sophmore,,91417
2024-10-02 13:06:08,2024-10-05 19:14:23,IP Address,161.130.189.229,100,281295,True,2024-10-05 19:14:23,R_50wL7TTYy8l0NGp,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,35,37,26,42,-10,33,12,6,17,15,-36,23,15,27,23,7,9,-6,8,12,-28,31,12,15,-10,13,7,-5,13,-6,,,,,,,,,,27,9,-13,Surprised,Somewhat Surprised,Surprised,16,-8,-5,11,15,12,12,15,4,11,13,-16,11,17,-16,-14,-11,15,18,-9,-11,-7,9,9,10,-4,-4,i liked that there was scale of answers and not just yes or no,Understanding some of what the statements were asking,8,18,Female,Caucasian/White,Freshman,,92321
2024-10-05 22:32:35,2024-10-05 22:50:38,IP Address,161.130.190.23,100,1083,True,2024-10-05 22:50:39,R_6YvJuNoiczasvnz,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Agree,Agree,45,20,-25,45,-50,40,30,20,25,25,-40,30,0,40,-50,50,35,30,40,40,-35,15,-15,25,-10,15,0,-10,-10,-10,-20,30,0,Somewhat Surprised,Surprised,Very Surprised,40,-30,-20,,,,,,,,,,45,30,-50,32,25,20,15,15,-45,50,-50,45,30,25,20,20,-30,-25,-20,15,10,0,5,6,It made me put different values that I have into words and gave me a chance to express my beliefs which is something that I enjoy doing.,"I had trouble on the AI dilemma, mainly due to the fact that I feel as though AI can be incredibly useful to progress as a society but without regulations it can also be used to for many morally bankrupt things such as taking jobs and stealing information for their algorithm. ",5,18,Male,Caucasian/White,Freshman,REFUSE,91893
2024-10-05 23:37:07,2024-10-05 23:46:10,IP Address,71.34.221.85,100,543,True,2024-10-05 23:46:11,R_3xx1l6Jp1C4gdLX,,,,,39.0634,-96.786,anonymous,EN,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,40,30,-20,30,-45,10,30,10,40,35,-50,40,-30,45,-50,45,50,50,50,50,5,5,40,-20,5,35,-50,-50,-50,-50,25,20,-10,Surprised,Very Surprised,Somewhat Surprised,45,-25,-30,,,,,,,,,,45,45,-50,50,50,50,50,50,-50,50,-50,50,50,50,50,50,-20,-30,1,50,-50,-50,-50,-50,I liked learning the results of how other Americans answered.,N/A,3,19,Female,"Caucasian/White,Hispanic/Latino(a)",Freshman,,91483
2024-10-05 23:40:10,2024-10-06 00:01:02,IP Address,185.139.138.4,100,1252,True,2024-10-06 00:01:03,R_8WiwoQ4a4q3iYdr,,,,,41.2615,69.2177,anonymous,EN,Agree,Agree,Disagree,Neither Agree or Disagree,Disagree,Strongly Agree,Agree,Disagree,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,50,-9,0,20,40,40,20,20,40,40,-50,30,40,46,-30,50,43,41,42,44,-26,50,-1,50,-30,39,38,40,45,41,,,,,,,,,,-49,-49,32,Not Surprised,Surprised,Not Surprised,50,-45,44,39,50,-30,39,-27,-24,-26,-31,-50,50,-50,50,-50,-50,-50,-49,50,50,-50,50,-50,-50,-50,-50,I learnt about the death penalty for the first time. I also thought that AI is less important. But I understood the great significance it brought to companies.,The questions were the same. I felt a little bit discomfort.,10,18,Female,Other,Sophmore,,91335
2024-10-05 00:13:52,2024-10-06 00:36:50,IP Address,161.130.141.126,100,87778,True,2024-10-06 00:36:51,R_6R4jHnrv2AdsBvF,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,40,16,17,49,-40,30,10,10,13,10,27,31,16,7,-10,14,22,22,9,4,31,24,16,25,25,12,14,13,8,9,39,42,44,Slightly Surprised,Slightly Surprised,Surprised,30,35,34,,,,,,,,,,39,40,-8,9,10,12,14,12,42,26,-8,18,24,27,11,14,38,10,-16,9,10,8,9,9,It provided me with new information when I learned what others people said.,Not knowing the correct definitions.,8,18,Female,Caucasian/White,Freshman,,91856
2024-10-06 13:21:23,2024-10-06 13:45:34,IP Address,161.130.189.195,100,1450,True,2024-10-06 13:45:35,R_7UbGVdVG7CKVMNP,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Neither Agree or Disagree,29,25,19,50,-50,28,21,30,25,31,22,31,35,50,-50,38,20,24,-13,25,50,43,-31,-19,9,-50,34,34,50,49,,,,,,,,,,16,23,-5,Surprised,Somewhat Surprised,Very Surprised,48,36,38,24,50,-50,37,39,35,40,37,22,50,-50,40,40,29,20,36,50,-34,37,-45,43,46,37,40,"I was first intimidated knowing I might have to read numerous essays, but I liked how they were short and to the point while still providing useful discourse and information about the topic. I also liked that it compared the sentiment before and after reading the essays as well as asking to estimate current American public opinion.",The percentage values provided eg 40% of Americans in 2018 supported... is hard to understand with a scale that goes from -50 to 50. I also feel as though some questions seemed to get at the same thing or were to difficult to differentiate between their meaning.,6,21,Male,Caucasian/White,Junior,,92712
2024-09-26 08:29:19,2024-09-29 18:29:35,IP Address,161.130.189.241,3,295216,False,2024-10-06 18:29:38,R_71ym4Z2cN4Jf1Rw,,,,,,,anonymous,EN,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91644
2024-10-06 18:35:19,2024-10-06 18:48:25,IP Address,161.130.189.226,100,786,True,2024-10-06 18:48:26,R_822O8M50MHdDxZt,,,,,38.9361,-92.3056,anonymous,EN,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,Agree,15,-20,15,20,5,25,3,8,5,6,-9,5,10,21,-10,19,5,17,-4,4,-30,26,-30,32,-29,29,29,30,23,15,28,-19,-24,Slightly Surprised,Somewhat Surprised,Very Surprised,25,-29,-30,,,,,,,,,,12,10,-19,13,13,13,17,16,-22,23,-24,18,15,16,19,20,-40,33,-36,31,26,31,25,31,"I liked the simplicity of the questions. They were easy to answer and I was not confused when reading them. ","I did now know very much about some of the topics, so I had to do a little research about the issues. ",9,19,Female,Caucasian/White,Freshman,,91307
2024-10-06 19:31:56,2024-10-06 19:42:50,IP Address,161.130.189.216,100,653,True,2024-10-06 19:42:51,R_50e3be4qxZ14sKw,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,Agree,Agree,10,2,10,8,-9,9,10,9,9,11,5,5,10,14,-12,3,5,9,7,11,-20,21,18,10,-10,6,4,5,7,2,,,,,,,,,,10,20,5,Slightly Surprised,Not Surprised,Not Surprised,30,30,20,15,15,17,17,18,17,18,20,20,20,14,16,14,14,12,12,11,10,8,11,11,17,8,6,"I liked that I got to state my opinion. ","I didn't understand some questions ",11,19,Female,Caucasian/White,Freshman,,92312
2024-10-06 21:11:28,2024-10-06 21:29:30,IP Address,161.130.189.230,100,1081,True,2024-10-06 21:29:31,R_6Q0zmUiBf2YGbXs,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Neither Agree or Disagree,25,21,34,39,-33,44,14,11,12,13,-44,-33,35,32,-39,30,35,34,34,34,25,44,37,32,32,31,28,29,28,32,,,,,,,,,,30,-28,30,Slightly Surprised,Very Surprised,Not Surprised,26,-33,29,29,27,23,25,23,27,22,25,-42,32,31,31,31,26,26,31,23,32,31,31,25,24,25,27,I liked how I was asked the same questions multiple times so that I had the option of changing my thinking if I wanted to.,"My challenges were not me picking my answers, but me comparing my different answers",11,19,Female,Caucasian/White,Freshman,,91698
2024-10-06 21:22:30,2024-10-06 21:30:56,IP Address,161.130.189.239,100,506,True,2024-10-06 21:30:57,R_6tGbH5arEGaYdJh,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,10,-48,-20,31,36,47,45,39,42,49,-31,-50,-50,-37,-31,21,-39,16,-19,-33,25,50,3,50,50,50,44,42,45,50,,,,,,,,,,29,-36,40,Somewhat Surprised,Slightly Surprised,Surprised,18,17,50,15,24,26,25,22,9,-13,33,15,28,-15,19,-16,22,21,36,50,50,47,46,18,-12,20,15,I liked how it asked if my mind would switch about something.,I didn't know some of the concepts,29,19,Female,Caucasian/White,Freshman,,91697
2024-10-06 21:24:50,2024-10-06 21:32:57,IP Address,161.130.189.198,100,487,True,2024-10-06 21:32:58,R_34b9m3SXQ76r2CJ,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Agree,Agree,Neither Agree or Disagree,Agree,Agree,Disagree,Agree,Agree,10,-16,-4,12,13,12,13,16,7,25,10,-10,5,7,6,17,7,15,6,14,-7,11,15,14,16,15,21,-10,13,6,,,,,,,,,,13,10,10,Somewhat Surprised,Surprised,Surprised,9,-5,5,14,1,6,5,8,5,24,5,7,3,5,6,10,11,14,13,5,-7,7,16,5,1,3,5,i enjoyed sharing my opinion about AI,talking about my opinions for health care because my knowledge is not heavy on that topic,29,18,Female,Caucasian/White,Freshman,,91160
2024-10-06 21:21:51,2024-10-06 21:33:00,IP Address,161.130.189.223,100,668,True,2024-10-06 21:33:01,R_1poNcxrwk0xwlj4,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,11,27,-11,6,-25,6,-11,2,10,3,-11,-6,-12,-7,12,4,6,-5,4,4,14,45,10,9,9,-15,12,10,8,6,14,18,7,Slightly Surprised,Not Surprised,Surprised,31,19,-17,,,,,,,,,,13,11,10,9,10,9,9,10,16,11,15,9,6,5,6,11,10,8,9,10,-6,10,-9,9,"i like to share my opinion on things that effect me ","sharing what my personal belief is on heath care because my mom works in the health care ",28,19,Female,Caucasian/White,Freshman,,91097
2024-10-06 21:22:03,2024-10-06 21:33:04,IP Address,161.130.189.255,100,660,True,2024-10-06 21:33:04,R_1UWxdyhZSLObVhg,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,7,20,9,10,8,5,6,6,4,3,-3,-5,-2,-3,4,3,2,3,3,3,4,23,5,3,3,3,3,4,3,-1,2,3,13,Somewhat Surprised,Surprised,Slightly Surprised,4,-2,3,,,,,,,,,,6,3,5,3,1,1,2,1,-1,2,4,3,3,2,2,3,9,3,4,3,3,1,3,1,"I liked sharing my beliefs on AI during the exercise I just completed. ","Talking about healthcare was challenging because I don't have a ton of knowledge on it. ",11,19,Female,Caucasian/White,Freshman,,91696
2024-10-07 08:00:45,2024-10-07 08:46:49,IP Address,161.130.189.241,100,2763,True,2024-10-07 08:46:50,R_7dJjFcQJDLv3MU9,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Disagree,25,-50,18,24,-4,20,28,25,27,27,-14,-40,23,29,-37,31,11,10,14,12,8,19,15,15,-15,8,-5,-8,-10,-8,21,24,9,Not Surprised,Slightly Surprised,Surprised,23,23,23,,,,,,,,,,50,33,-33,19,33,25,22,25,-10,28,-25,13,17,12,13,12,13,18,-5,9,5,5,5,6,"Multiple choice, I liked getting additional information about the topics I was answering questions about. ","I am not American so I am a bit unfamiliar with not having universal healthcare and the discussion of capital punishment. ",11,18,Female,"Caucasian/White,Asian/Pacific Islander",Freshman,,91369
2024-10-07 08:35:21,2024-10-07 08:56:14,IP Address,161.130.189.233,100,1253,True,2024-10-07 08:56:15,R_5PgD9q2eaI2UXfs,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,Disagree,Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,10,20,30,21,-41,-21,20,-33,-33,-33,31,41,12,42,-42,9,35,35,10,10,-50,45,22,22,-40,-25,21,10,-10,-10,42,21,-31,Not Surprised,Surprised,Slightly Surprised,48,-10,33,,,,,,,,,,30,30,-32,-47,21,-32,12,12,37,23,-34,23,24,29,11,14,-23,25,-37,-15,-16,13,-29,-28,the ability for me to pinpoint my exact agreement/disagreement degree with sliders. Instead of just 1-5. I liked the ethical situations given,"Deciding whether something was a moral or ethical question, and my stance on some things",9,18,Male,Caucasian/White,Freshman,,91758
2024-10-07 08:37:48,2024-10-07 09:08:45,IP Address,161.130.189.204,100,1856,True,2024-10-07 09:08:45,R_7RBfAP0BQGiIj9n,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Disagree,-1,-39,34,33,-17,7,29,-7,14,12,16,26,9,35,-23,31,14,42,16,34,5,33,34,25,-19,14,26,21,10,14,,,,,,,,,,27,20,-42,Somewhat Surprised,Not Surprised,Very Surprised,34,28,22,-13,29,-18,11,28,24,10,9,23,22,-30,18,14,15,10,15,25,17,-14,10,11,22,7,19,"I liked how the scale we had to answer on was a spectrum, rather than concrete decided descriptors of our opinions.","None, I thought the exercise was very straightforward.",8,18,Male,Asian/Pacific Islander,Freshman,,91513
2024-09-30 09:15:17,2024-09-30 09:15:25,IP Address,161.130.189.224,1,7,False,2024-10-07 09:15:31,R_5ckjjxRuCzRwQWO,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91848
2024-10-07 09:24:00,2024-10-07 09:39:05,IP Address,161.130.190.22,100,904,True,2024-10-07 09:39:05,R_6qEjGTUvhv42cgj,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,12,-20,28,10,-15,5,-7,0,0,0,5,15,20,15,-8,6,-20,5,2,8,18,20,26,15,-5,0,0,8,0,0,,,,,,,,,,30,-15,14,Not Surprised,Not Surprised,Not Surprised,30,-5,25,20,10,-16,12,5,0,5,6,16,15,-16,6,12,12,10,10,14,20,-15,5,0,0,0,5,"It was easy to fill out. I was able to focus more not the topic and the reading instead of worrying about how to submit my answer. ","I couldn't really decide on where I stood on certain topics. I didn't want to keep choosing the neutral section, but I felt mixed opinions a lot. ",10,18,Female,Caucasian/White,Freshman,,91414
2024-10-07 10:42:36,2024-10-07 10:46:42,IP Address,161.130.189.255,100,245,True,2024-10-07 10:46:42,R_6EEDXPeAzrFny2o,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Disagree,Agree,Neither Agree or Disagree,Agree,Agree,Disagree,Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Agree,10,-24,6,8,-18,12,6,26,-2,11,-25,8,-6,22,-30,6,38,37,4,9,3,-22,3,8,-13,12,10,28,4,8,9,-11,-12,Slightly Surprised,Somewhat Surprised,Slightly Surprised,12,-20,14,,,,,,,,,,7,10,-9,16,11,14,7,11,-28,11,-31,18,25,33,11,12,7,6,-8,12,5,6,6,11,I liked being asked my opinion.,Tyring to understand how i felt.,9,18,Female,Caucasian/White,Freshman,REFUSE,91794
2024-09-30 10:47:53,2024-09-30 10:48:16,IP Address,161.130.189.238,1,22,False,2024-10-07 10:48:17,R_6rBVfNFgkX9pmJ9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91482
2024-10-07 11:10:39,2024-10-07 11:22:18,IP Address,104.28.50.70,100,698,True,2024-10-07 11:22:18,R_6mQtrnqeo7WrDQf,,,,,39.1027,-94.5778,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neither Agree or Disagree,Disagree,26,-16,28,41,-44,7,22,10,-4,6,-50,35,-27,42,-45,41,39,42,28,41,-31,50,-5,43,-50,39,-26,35,-10,-8,,,,,,,,,,39,-45,-20,Not Surprised,Surprised,Somewhat Surprised,42,-47,-13,33,33,-41,19,27,32,31,23,-40,47,-47,21,47,50,46,35,-34,29,-4,12,-12,-16,8,7,Showed me things that I was not aware other people thought such as the death sentence,Nothing,8,18,Female,Caucasian/White,Freshman,,92430
2024-10-07 12:14:54,2024-10-07 12:22:00,IP Address,161.130.189.247,100,426,True,2024-10-07 12:22:01,R_30CssGw11ohuTgQ,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Neither Agree or Disagree,50,25,18,50,-50,29,32,15,-1,13,-50,30,-35,-44,-50,-50,35,29,35,37,33,35,20,40,-40,-20,-25,-20,-6,-11,20,20,-14,Not Surprised,Slightly Surprised,Slightly Surprised,39,-14,15,,,,,,,,,,50,28,-25,7,21,18,10,9,-50,-34,-29,20,18,28,12,11,-12,24,-19,-13,-11,-16,-16,-10,I liked that the exercise challenged me to truly engage and connect with my beliefs,It can be hard to define my beliefs with a number,4,18,Female,Caucasian/White,Freshman,,91981
2024-10-07 12:08:53,2024-10-07 12:27:54,IP Address,161.130.189.221,100,1141,True,2024-10-07 12:27:56,R_1itBZii4dilucUj,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Neither Agree or Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Strongly Disagree,-10,20,15,-20,-25,10,10,25,-10,-10,15,10,-30,40,-50,50,40,40,40,40,-40,25,-35,35,-50,5,25,25,30,30,10,5,12,Very Surprised,Very Surprised,Very Surprised,40,30,41,,,,,,,,,,-10,30,-50,-15,25,25,-10,-10,40,50,-50,50,45,45,50,50,-40,31,-50,45,30,25,25,25,It made me think about what my position is on various issues and how I would justify my stance.,"Justifying my answer and stance, and using a numerical value to explain how I felt.",8,20,Male,Caucasian/White,Sophmore,,91666
2024-10-07 12:23:40,2024-10-07 12:36:14,IP Address,161.130.190.21,100,753,True,2024-10-07 12:36:14,R_1Fy5rZtFVT6l5bX,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,30,36,-16,43,-26,38,39,42,44,45,-50,-20,11,0,0,18,26,26,28,28,-18,20,10,30,-25,15,14,24,29,32,,,,,,,,,,31,-50,21,Not Surprised,Somewhat Surprised,Surprised,31,-31,15,37,39,-41,33,50,50,50,50,-50,50,-18,50,50,50,50,50,14,23,10,11,27,25,26,25,"I liked that the exercise asked me my opinion and then offered data and then asked me the same question. it made me look internally and decide if that was something I was firm in my opinion on or if there was a strong outside influence on certain things I didn't know much about. ","I challenged with the questions about things I didn't know much about/have a strong opinion about. ",10,20,Female,Caucasian/White,Junior,,91912
2024-10-07 12:58:30,2024-10-07 13:04:22,IP Address,161.130.189.234,100,352,True,2024-10-07 13:04:23,R_3VOLcL0TkFUptlK,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,-29,17,6,-5,-18,-19,16,15,-14,8,10,-10,17,10,-18,-48,-17,13,27,13,-41,33,-20,20,-23,30,18,19,15,42,,,,,,,,,,-21,8,-42,Not Surprised,Somewhat Surprised,Very Surprised,25,-35,26,-25,19,-25,-21,24,-13,16,19,12,12,11,9,-12,7,9,14,-23,-19,-19,14,15,-18,41,44,"I liked that I could take my own stance on the questions ","It was challenging sometimes to determine the morality aspect ",10,18,Female,Caucasian/White,Freshman,,91101
2024-10-07 13:03:11,2024-10-07 13:16:10,IP Address,161.130.189.201,100,779,True,2024-10-07 13:16:10,R_5JOdTLaUP0tb0ul,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,30,25,3,29,-25,20,20,20,25,20,-40,5,-20,20,-50,30,10,-1,15,5,-25,2,5,20,-20,5,-3,10,-5,6,20,-20,-9,Somewhat Surprised,Surprised,Surprised,35,-10,0,,,,,,,,,,35,24,-21,24,19,19,20,20,-30,28,-30,30,10,15,15,20,-10,12,-12,6,8,7,7,8,I liked that it was very easy to understand and answer the questions. I thought the scale was easy to interpret and gave availability to a wide variety of answers.,"Some of the ""problems"" touch on, I do not feel morally compelled or repelled from, so it was hard to decide how I feel about them.",6,18,Female,"Caucasian/White,African-American/Black",Freshman,,92127
2024-10-07 13:10:45,2024-10-07 13:19:55,IP Address,161.130.189.193,100,549,True,2024-10-07 13:19:55,R_7vbGk2zUvzvjp1j,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,11,-10,19,19,-24,20,20,17,14,16,-41,25,-36,22,-38,27,31,29,30,30,-34,21,10,13,-22,18,24,28,31,30,41,26,31,Not Surprised,Very Surprised,Surprised,50,31,46,,,,,,,,,,21,27,-28,29,18,19,20,20,-44,44,-39,42,42,42,43,44,-20,21,-18,33,32,33,32,33,I liked that it asked me to estimate the general population's viewpoints. I also liked that It was pretty straight forward.,Some of the questions were a bit repetitive so I wasn't sure how to respond.,9,18,Female,Caucasian/White,Freshman,,91311
2024-10-07 13:11:07,2024-10-07 13:20:50,IP Address,161.130.189.207,100,582,True,2024-10-07 13:20:50,R_7ALKY1yLhJR6hQf,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,41,20,-35,40,-23,31,38,32,27,36,-16,20,21,23,-31,22,22,18,32,22,-36,31,-30,-12,20,12,12,-12,-12,-10,,,,,,,,,,23,24,-26,Not Surprised,Not Surprised,Somewhat Surprised,41,16,13,44,39,-44,27,35,25,23,39,15,11,-21,10,14,14,27,19,-23,14,-13,15,7,-15,-9,-14,I enjoyed how you were interested to see if my opinion would change absed on what others thought and after reading the article.,"I couldn't really remember what I had said before I heard the opinions of others and read the article, so I felt like what I was thinking was a little compromised. ",6,19,Female,Asian/Pacific Islander,Freshman,,91443
