"","in_uhc_familiar","in_uhc_change","in_cap_familiar","in_cap_change","in_ai_familiar","in_ai_change","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","time","uhc_support","cap_support","ai_support","uhc_mconv","cap_mconv","ai_mconv"
"134",-3,7,-15,32,4,42,"n/a","n/a",5,18,"Female","Caucasian/White","Freshman","91315","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.83333333333333,"Pre",33,-16,10,11.8571428571429,3.42857142857143,3.14285714285714
"135",31,-35,48,22,-30,-50,"I liked reading the essays and guessing how much of the population agreed with a certain idea. I also liked that the survey told me the right answers because I was wondering about the right answers when I answered the question. ","the percentages in the questions about how much of a percentage of the population would agree were not present in the slider so i had a hard time understanding how to answer the questions because they went to -50 and 50 instead of 0% to 100%",5,18,"Female","Caucasian/White","Freshman","91209","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.33333333333333,"Pre",50,-38,50,5.71428571428571,48,-35.7142857142857
"136",-14,-5,-41,-25,7,19,"i dont know","i dont know",7,19,"Female","Caucasian/White","Freshman","91936","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,3,"Pre",-48,-23,7,3.42857142857143,-2.42857142857143,4
"137",-38,25,28,-33,11,-19,"The topics this asked me about were very different so it didn't feel overly repetitive. ","Some of the wording of the questions sounded the same so it felt like I was answering the same questions over again. ",9,18,"Female","Caucasian/White","Freshman","91628","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3.33333333333333,"Pre",40,46,-50,3.71428571428571,20.7142857142857,14
"138",-19,-10,-50,1,50,35,"I liked how I was able to guess what I thought other people would say and then I could reflect on the data other people's answers actually provided","I didn't have any challenges while completing the exercise. ",8,18,"Female","Caucasian/White","Freshman","91689","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.5,"Pre",30,-50,-42,32.2857142857143,37.7142857142857,13.8571428571429
"139",-7,27,10,12,-2,6,"It helped me realize what I believed in and how I can be easily persuaded ","I was conflicted and thought multiple things about different topics ",9,18,"Female","Caucasian/White","Freshman","91925","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2,"Pre",2,4,-36,0.714285714285714,3.14285714285714,7.57142857142857
"140",-18,18,-14,16,42,11,"the sliding scale to answer the question ","too long",6,18,"Female","Caucasian/White","Freshman","91827","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.66666666666667,3.33333333333333,"Pre",12,-9,-35,-0.857142857142857,12.8571428571429,17
"141",23,16,10,35,29,37,"I liked the implementation of the essays regarding each topic.","As of right now I don't have an opinion on the death penalty to completing those sections were difficult.",4,18,"Female","Caucasian/White","Freshman","91805","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,2.33333333333333,"Pre",32,-5,5,25.1428571428571,26.5714285714286,3.14285714285714
"142",37,7,-11,1,40,20,"I like that it gave ethical principles","decide what side im on",6,18,"Male","Caucasian/White","Freshman","91724","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,3,"Pre",42,-15,-50,21,0.714285714285714,18
"143",18,33,41,-16,45,-43,"The questions were unambiguous and easy to understand","Most of the questions were just repeats of questions I already answered",4,18,"Male","Caucasian/White,Asian/Pacific Islander","Freshman","92502","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.5,2.16666666666667,"Pre",40,-40,-35,-26.4285714285714,8.14285714285714,40.4285714285714
"144",10,10,30,0,30,20,"made me think about issues I don't think about on a daily basis. ","sometimes coming to a conclusion of what I believe myself ",9,19,"Female","Caucasian/White","Freshman","91243","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.83333333333333,"Pre",-10,10,-10,-24.2857142857143,19.1428571428571,11.8571428571429
"145",21,15,30,11,30,15,"I liked that the questions were pretty simple.","The sliding graph was confusing on the questions about percentages of the American population. ",4,19,"Female","Caucasian/White","Freshman","92361","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3,"Pre",31,-20,20,18.2857142857143,20,3.57142857142857
"146",50,-16,40,18,-6,6,"I liked how we had the 1-100 to tell how we think about it and not just 10,20,30, etc.","Some of them I was not aware of",6,19,"Female","Caucasian/White","Sophmore","92348","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,3.33333333333333,"Pre",17,-50,12,12.2857142857143,11.4285714285714,-0.714285714285714
"147",5,25,20,10,31,5,"The topics","It was repetitive",7,19,"Male","Caucasian/White","Freshman","92480","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.5,"Pre",20,-15,20,14.2857142857143,32.2857142857143,2.28571428571429
"148",30,36,50,25,50,34,"n/a","n/a",3,18,"Female","Caucasian/White,African-American/Black","Freshman","92125","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3.66666666666667,"Pre",20,20,25,35.7142857142857,28.8571428571429,17.2857142857143
"149",15,-7,-48,37,35,-23,"I liked the slide bars ","I had never put much thought into capital punishment so I don't think it reflected my moral much.",2,19,"Female","Caucasian/White","Sophmore","92473","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,2.83333333333333,"Pre",42,1,-43,20.7142857142857,5.42857142857143,4.42857142857143
"150",10,23,-14,20,20,30,"it gave essays to give examples on why the things are ethical and then let you re answer","I was in between on some of the ethical responses and it depended on what the actual situation was",4,20,"Female","Caucasian/White","Junior","92171","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,3,"Pre",30,-30,8,33.2857142857143,28.2857142857143,32.7142857142857
"151",25,31,20,-19,19,18,"I like how we were given questions to decide on morals before seeing studies and then, after seeing the survey answers, being asked the same questions to see if there is group bias in the answers. ","I struggled with the AI questions, even after reading the surveys. I don't think we have enough information on AI to answer these to the best of our abilities. ",4,18,"Female","Caucasian/White","Freshman","91945","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3,"Pre",25,-32,1,28.7142857142857,36.1428571428571,12.2857142857143
"152",-41,50,-50,50,20,23,"The questions where it asked if I was surprised about 2014 result","I am not educated enough with some of these policies to answer them with sufficient knowledge",3,19,"Female","Caucasian/White","Sophmore","91986","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,2.83333333333333,"Pre",0,-15,15,-0.285714285714286,0,6.71428571428571
"153",-50,50,30,-10,10,30,"I liked that you provided articles that had definitions because I, at first, was not familiar with all the things brought up.","N/A",8,19,"Female","Caucasian/White","Freshman","92670","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,2,"Pre",20,-30,10,16,40,14.1428571428571
"154",17,26,-7,7,21,13,"I liked how new information was presented to me after I had already answered questions. The new information made me reflect back on the answers I had just given, and rethink my answers before giving them again.","A lot of the morality questions were super silimar, so they were a little tricky to read, but other than that none. ",7,18,"Female","Caucasian/White","Freshman","92686","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,2.83333333333333,"Pre",-10,-30,-12,13.7142857142857,26.2857142857143,12
"155",20,31,31,-41,11,12,"I like that it was straight forward and the questions were easy to understand. ","None",3,18,"Female","Caucasian/White","Freshman","92223","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,2,"Pre",11,-50,-31,-7.85714285714286,48.5714285714286,1.28571428571429
"156",22,21,43,29,50,22,"I liked that we got to read essays about someone's thoughts, and I liked that they showed statistics of what people actually believe in that survey. ","Some of the questions were so similar it was hard to figure out how they differed when responding. ",8,18,"Female","Caucasian/White","Freshman","92489","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3,"Pre",-21,30,10,4.42857142857143,23.8571428571429,14
"157",-20,25,-44,35,22,0,"I liked seeing the percentages of what others opinions were","I noticed that Im not very educated on important things that are currently going on in the world. ",3,19,"Female","Hispanic/Latino(a)","Freshman","92533","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3,"Pre",20,32,-20,-3.71428571428571,0,-7.42857142857143
"158",20,30,10,35,30,10,"I liked that I was able to reflect on my opinions for the questions again after reading the essays and seeing the 2018 poll results. The essays were interesting opinion pieces.","It would have been nice to see both sides of the coin for the essays, and it would have been nice if the essays were described as opinion pieces, I was first under the assumption I was going to read a factual/[proven piece.",3,18,"Female","Caucasian/White","Freshman","91703","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3,"Pre",40,15,10,38.5714285714286,33.4285714285714,35.7142857142857
"159",-10,-35,-30,-25,15,10,"I got to see the actual percentages of Americans that agreed with the statements after I completed the estimations for those percentages.","I struggled to estimate what Americans thought in 2018 because I was only 12 years old at the time, so I didn't really pay attention to much of what the world thought.",8,18,"Male","Caucasian/White","Freshman","91956","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,2.5,"Pre",-20,-25,-45,7.14285714285714,5,20.5714285714286
"160",-20,10,10,-50,-18,50,"I don't know.","It is not very interesting",6,18,"Male","Caucasian/White","Freshman","91377","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,2.5,"Pre",0,-50,50,-0.285714285714286,-37.8571428571429,0.857142857142857
"161",-10,-20,30,35,20,-30,"I like that you collected information on how we felt on certain topics before and after telling us what the rest of the population believes. It helps show if we are easily swayed by public opinion. ","For some topics I just felt I was educated enough to give my full opinion, I was basically just going off of the limited information I already had about the topic ",4,18,"Female","African-American/Black","Freshman","92191","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3.33333333333333,"Pre",40,8,-10,27,-5.57142857142857,-26.1428571428571
"162",-5,20,-3,3,10,3,"I was interested in reading the stats of the stances people had on these topics","Knowing where I stood on each issue, and how far to drag the slider when I agreed/disagreed",5,20,"Female","Caucasian/White,African-American/Black","Sophmore","92700","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3.16666666666667,"Pre",5,0,0,6.14285714285714,2.28571428571429,5.57142857142857
"163",30,25,50,20,50,25,"I liked how it talked about some of the big political/ethical issues in America that are going on right now. I like how it asked for my opinion and gave me information about the topics.","It was challenging giving my opinion on these hard topics because I'm not really someone who shares my opinion about political stances.",6,18,"Female","Caucasian/White","Freshman","92186","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3.5,"Pre",35,30,-40,26.4285714285714,13,15
"164",35,15,50,25,50,20,"I liked how the exercise asked me about my opinions and gave me information about the political/ethical issues going on in the world.","It was a little challenging sharing my opinion because I am not really the person to share my opinions on my political stances.",6,18,"Female","Caucasian/White","Freshman","92186","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.5,"Pre",40,30,-30,18.5714285714286,15.7142857142857,17.8571428571429
"165",-37,-12,15,-32,21,8,"Forced me to think about and consider my opinions and stances on societal issues.","understanding differences in some of the (very similar looking) questions, and further thinking about their implications.",4,19,"Female","Caucasian/White","Sophmore","91904","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.33333333333333,"Pre",30,-46,-12,23,13.4285714285714,12
"166",50,-39,27,-12,34,-23,"I liked understanding results from 2018.","I had challenges understanding the difference between some questions.",5,18,"Male","Caucasian/White","Freshman","91972","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,3,"Pre",-50,-32,29,-17.1428571428571,25.1428571428571,-14.4285714285714
"167",15,-10,20,-40,20,10,"I liked the inclusion of statistics from 2018","With AI, I noticed I felt very neutral about the issue. I feel that the issues that more directly affected humans were more important and meaningful to me.",4,18,"Female","Caucasian/White","Freshman","92193","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,2.33333333333333,"Pre",30,30,-40,37.1428571428571,32.1428571428571,7.85714285714286
"168",30,-30,30,-50,20,10,"the statistics","AI isn't really as important of an issue to me, so I feel like it was hard to form a strong opinion on it",3,18,"Female","Caucasian/White","Freshman","92193","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.66666666666667,2.5,"Pre",50,40,-10,50,47.1428571428571,4.85714285714286
"169",25,30,40,41,50,50,"Comparing past sentiments with your own","moral dilemas",3,19,"Female","Caucasian/White","Sophmore","91492","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.5,2.16666666666667,"Pre",10,10,15,23.1428571428571,41.4285714285714,44.4285714285714
"170",-42,45,29,-40,36,18,"I liked the way how questions were asked","i din’t have any",8,24,"Female","Other","Freshman","92401","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",2.66666666666667,2.5,"Pre",-7,-50,10,20.7142857142857,8.57142857142857,14.5714285714286
"171",16,30,17,-21,33,-5,"seeing other perspectives","reading all the essays ",3,19,"Female","Caucasian/White","Sophmore","91937","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",1.5,3.5,"Pre",50,-38,-14,31.4285714285714,23.2857142857143,1.14285714285714
"172",-25,7,-32,12,29,20,"I liked that I got to see the actual percentages of Americans that believed different things from the surveys in 2018.","I didn't really have any challenges with this exercise.",8,18,"Male","Caucasian/White","Freshman","91956","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,2.5,"Pre",-19,-20,-47,-2.71428571428571,4.14285714285714,30.1428571428571
"173",17,36,2,42,23,50,"I liked that it gave me information and and allowed me to read up on what I was answering questions on. It gave me time to consider other perspectives.","Having to guess what other people would think about it",3,18,"Female","Caucasian/White","Freshman","92146","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.66666666666667,"Pre",20,8,7,18.7142857142857,5.57142857142857,-10.2857142857143
"174",20,-10,22,22,32,10,"I thought that the issues talked about were very relevant. ","My opinions on universal healthcare are not very strong. ",8,19,"Male","Caucasian/White","Sophmore","91210","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,3,"Pre",-10,-21,-30,0.428571428571429,19.8571428571429,23.7142857142857
"175",-33,27,21,19,29,30,"That I am able to decide how I feel about the topics, then also have to ability to change how I feel about the topics after learning about them.","It was hard to believe that the true percentage of Americans that believe in the different topics were as drastic as they were.",8,18,"Male","Caucasian/White","Freshman","91410","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.66666666666667,"Pre",15,11,-27,8,13.5714285714286,15.8571428571429
"176",28,29,12,0,31,23,"being given information and then reapply my beliefs with the new information.","I don't remember the numbers I slid over to, so when my opinion gained or lessened I wasn't sure if I was accurately expressing that. I think it wouldve been been better to just have ""agree"" ""slightly agree"" etc. ",4,18,"Female","Caucasian/White","Freshman","91444","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,3,"Pre",31,-29,1,36.1428571428571,29.8571428571429,12.7142857142857
"177",10,30,30,-46,41,-9,"I like that this exercise covered an array of different issues. I think my opinion on universal health care changed a little. However, it's good to know I can't lose my morals about killing people and how I think it's wrong just based on another study I saw. ","I struggled with the questions about AI because I don't hold much opinion on that subject. Also, is was frustrating to know what other people thought in 2018, especially about the death penalty.",10,19,"Female","Caucasian/White","Junior","91184","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,3.16666666666667,"Pre",20,-44,-26,-7.71428571428571,32.8571428571429,2.85714285714286
"178",-2,30,-29,0,8,18,"I feel I learned a lot about the opinions of Americans.","I didn't know what they were asking at times.",5,18,"Female","Caucasian/White","Freshman","91317","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,2.83333333333333,"Pre",21,0,-7,7.71428571428571,0,-0.428571428571429
"179",8,9,5,17,4,17,"I learned a lot about each topic discussed.","I feel some of the questions were hard to understand.",4,18,"Female","Caucasian/White","Freshman","91317","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3,"Pre",24,12,13,8.14285714285714,12.2857142857143,12.4285714285714
"180",21,9,28,-50,21,30,"I liked how it showed the statistics. It was clear and easy to follow. ","None",3,19,"Female","Caucasian/White","Freshman","92223","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2,"Pre",31,-50,10,-0.571428571428571,29.5714285714286,-6.42857142857143
"181",0,1,20,10,19,-10,"n/a","n/a",7,18,"Female","Caucasian/White","Freshman","91488","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.66666666666667,"Pre",15,50,-30,4.57142857142857,12.8571428571429,-4.57142857142857
"182",16,15,17,1,3,10,"I liked that it challenged my thoughts by providing information and then having me re-answer the questions newly informed","Deciding what my answers should be.",1,18,"Female","Caucasian/White","Freshman","91718","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,2.66666666666667,"Pre",32,-50,11,23.5714285714286,13.1428571428571,5.57142857142857
"183",-10,0,-11,-7,10,0,"How it shows the stance on certain things that are going on in the world today.  ","I do not really like to talk about my stance on most things. ",3,18,"Female","Caucasian/White","Freshman","91802","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,3,"Pre",0,-2,-14,-0.571428571428571,-0.142857142857143,0.142857142857143
"184",27,33,-13,-20,38,-19,"I liked the exercise I just completed because the questions were deeper-connected. I also liked reading about how the population feels and how people feel about today's situations.","The challenge I experienced with the exercise I just completed was defining my morals as I am still trying to find who I am.",3,18,"Female","Caucasian/White","Freshman","91787","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3.83333333333333,"Pre",41,-17,-20,13.1428571428571,6,12.5714285714286
"185",4,1,13,-2,14,-6,"I liked how the articles about the certain topics were informative ","Trying to think of all the perpectives on the issue ",11,19,"Female","Caucasian/White","Freshman","91734","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3,3,"Pre",-12,8,-15,3,4.85714285714286,4.42857142857143
"186",-25,-8,15,-5,13,17,"It let me give my personal opinions. ","Thinking of how I think about certain points. ",6,18,"Female","Caucasian/White","Freshman","91794","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3,"Pre",-5,-9,3,8,26.8571428571429,14.4285714285714
"187",21,12,20,-3,31,21,"I liked how it taught me other peoples thoughts and feeling on certain things going on. It was able to make me think.","No challenges",4,19,"Female","Caucasian/White","Freshman","92487","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,2.16666666666667,"Pre",26,-33,-8,11.7142857142857,20.5714285714286,5.14285714285714
"188",15,11,10,21,34,-9,"it was easy to follow","it was repetitive ",4,18,"Male","Hispanic/Latino(a)","Freshman","91136","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,2.83333333333333,"Pre",30,-9,32,18.5714285714286,27,8.14285714285714
"189",-19,20,26,-32,26,-15,"I feel passionately about some of the topics that were discussed.","Trying to understand the wording of a few of the questions.",8,18,"Female","Caucasian/White","Freshman","91311","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.5,"Pre",17,-28,-42,6.42857142857143,28.1428571428571,4.28571428571429
"190",-28,10,-17,7,7,19,"I liked thinking about ethics and AI.","I didn't have any challengers.",6,20,"Female","Caucasian/White","Sophmore","91944","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",2.83333333333333,2.83333333333333,"Pre",15,8,-20,-5.85714285714286,-5.14285714285714,-1.71428571428571
"191",14,48,26,48,50,50,"i liked how it gave before and after questions. i think that shows how much is learned and information that is processed.","i had no challenges.",9,18,"Female","Caucasian/White","Freshman","91288","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,2.83333333333333,"Pre",30,-10,-26,20.4285714285714,12.2857142857143,5.85714285714286
"192",10,-10,10,10,20,10,"I liked many answer choices because it was easier to pick how I felt. ","There were many answer choices, which could make it difficult because you have more to pick from. ",8,18,"Female","Caucasian/White","Freshman","92451","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3,"Pre",10,5,5,2.14285714285714,5,6.42857142857143
"193",25,10,30,-10,25,15,"Repetition of questions after new information was presented","Thinking critically about moral issues",9,19,"Male","Caucasian/White","Freshman","92436","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3.33333333333333,"Pre",-15,0,30,12.1428571428571,27.1428571428571,-1.42857142857143
"194",35,0,50,-50,1,-1,"I liked learning what other Americans think about certain issues. ","General uncomfortableness with some of the statistics/takes Americans have had on social issues. ",1,19,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman","91483","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.5,2.66666666666667,"Pre",45,-50,-1,37.1428571428571,50,-4
"195",9,23,20,-9,50,39,"mcq.","too many reading.",1,20,"Male","Asian/Pacific Islander","Sophmore","92666","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.5,3,"Pre",50,50,50,16.7142857142857,-1.14285714285714,8.57142857142857
"196",-17,15,15,-8,-20,10,"I like how I could voice my own opinion. ","Trying to figure out how I felt about some situations. ",6,18,"Female","Caucasian/White","Freshman","91794","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.33333333333333,2.83333333333333,"Pre",21,-21,-6,13.8571428571429,15.2857142857143,9.14285714285714
"197",-33,25,20,-25,15,20,"I liked the different perspective you could get from the essays.","Dissecting my personal beliefs about the issues and where they come from. ",8,19,"Male","Caucasian/White","Sophmore","91417","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3,"Pre",15,-10,35,6.28571428571429,44.5714285714286,-37.5714285714286
"198",37,26,23,15,31,12,"i liked that there was scale of answers and not just yes or no","Understanding some of what the statements were asking",6,18,"Female","Caucasian/White","Freshman","92321","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,4.16666666666667,"Pre",35,-36,-28,19.2857142857143,4.85714285714286,6.71428571428571
"199",30,-20,40,-30,5,40,"I liked learning the results of how other Americans answered.","N/A",1,19,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman","91483","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,2.66666666666667,"Pre",40,-50,5,28.5714285714286,48.5714285714286,-27.1428571428571
"200",-9,0,30,40,50,-1,"I learnt about the death penalty for the first time. I also thought that AI is less important. But I understood the great significance it brought to companies.","The questions were the same. I felt a little bit discomfort.",8,18,"Female","Other","Sophmore","91335","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.33333333333333,3.5,"Pre",50,-50,-26,20,42.2857142857143,40.4285714285714
"201",16,17,31,16,24,16,"It provided me with new information when I learned what others people said.","Not knowing the correct definitions.",6,18,"Female","Caucasian/White","Freshman","91856","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.83333333333333,"Pre",40,27,31,23.1428571428571,12.5714285714286,8
"202",25,19,31,35,43,-31,"I was first intimidated knowing I might have to read numerous essays, but I liked how they were short and to the point while still providing useful discourse and information about the topic. I also liked that it compared the sentiment before and after reading the essays as well as asking to estimate current American public opinion.","The percentage values provided eg 40% of Americans in 2018 supported... is hard to understand with a scale that goes from -50 to 50. I also feel as though some questions seemed to get at the same thing or were to difficult to differentiate between their meaning.",4,21,"Male","Caucasian/White","Junior","92712","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.66666666666667,"Pre",29,22,50,33.5714285714286,27.7142857142857,12.7142857142857
"203",-20,15,5,10,26,-30,"I liked the simplicity of the questions. They were easy to answer and I was not confused when reading them. ","I did now know very much about some of the topics, so I had to do a little research about the issues. ",7,19,"Female","Caucasian/White","Freshman","91307","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,3.33333333333333,"Pre",15,-9,-30,8.85714285714286,10.2857142857143,26.7142857142857
"204",2,10,5,10,21,18,"I liked that I got to state my opinion. ","I didn't understand some questions ",9,19,"Female","Caucasian/White","Freshman","92312","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.66666666666667,"Pre",10,5,-20,9.28571428571429,8.71428571428571,6.28571428571429
"205",21,34,-33,35,44,37,"I liked how I was asked the same questions multiple times so that I had the option of changing my thinking if I wanted to.","My challenges were not me picking my answers, but me comparing my different answers",9,19,"Female","Caucasian/White","Freshman","91698","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.33333333333333,2,"Pre",25,-44,25,23.7142857142857,34,21.1428571428571
"206",-48,-20,-50,-50,50,3,"I liked how it asked if my mind would switch about something.","I didn't know some of the concepts",11,19,"Female","Caucasian/White","Freshman","91697","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.16666666666667,4.16666666666667,"Pre",10,-31,25,31,-8.57142857142857,33
"207",-16,-4,-10,5,11,15,"i enjoyed sharing my opinion about AI","talking about my opinions for health care because my knowledge is not heavy on that topic",11,18,"Female","Caucasian/White","Freshman","91160","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.16666666666667,3.5,"Pre",10,10,-7,10.2857142857143,8.57142857142857,6.14285714285714
"208",27,-11,-6,-12,45,10,"i like to share my opinion on things that effect me ","sharing what my personal belief is on heath care because my mom works in the health care ",10,19,"Female","Caucasian/White","Freshman","91097","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,4,"Pre",11,-11,14,5.85714285714286,-0.857142857142857,3
"209",20,9,-5,-2,23,5,"I liked sharing my beliefs on AI during the exercise I just completed. ","Talking about healthcare was challenging because I don't have a ton of knowledge on it. ",9,19,"Female","Caucasian/White","Freshman","91696","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,4,"Pre",7,-3,4,3.71428571428571,1,1.71428571428571
"210",-50,18,-40,23,19,15,"Multiple choice, I liked getting additional information about the topics I was answering questions about. ","I am not American so I am a bit unfamiliar with not having universal healthcare and the discussion of capital punishment. ",9,18,"Female","Caucasian/White,Asian/Pacific Islander","Freshman","91369","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,2.33333333333333,"Pre",25,-14,8,22.1428571428571,20.5714285714286,1
"211",20,30,41,12,45,22,"the ability for me to pinpoint my exact agreement/disagreement degree with sliders. Instead of just 1-5. I liked the ethical situations given","Deciding whether something was a moral or ethical question, and my stance on some things",7,18,"Male","Caucasian/White","Freshman","91758","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2.83333333333333,"Pre",10,31,-50,-5.42857142857143,26.1428571428571,6.85714285714286
"212",-39,34,26,9,33,34,"I liked how the scale we had to answer on was a spectrum, rather than concrete decided descriptors of our opinions.","None, I thought the exercise was very straightforward.",6,18,"Male","Asian/Pacific Islander","Freshman","91513","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,2.16666666666667,"Pre",-1,16,5,15,27.8571428571429,18.4285714285714
"213",-20,28,15,20,20,26,"It was easy to fill out. I was able to focus more not the topic and the reading instead of worrying about how to submit my answer. ","I couldn't really decide on where I stood on certain topics. I didn't want to keep choosing the neutral section, but I felt mixed opinions a lot. ",8,18,"Female","Caucasian/White","Freshman","91414","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,3.16666666666667,"Pre",12,5,18,3.28571428571429,3.42857142857143,4
"214",-16,28,35,-27,50,-5,"Showed me things that I was not aware other people thought such as the death sentence","Nothing",6,18,"Female","Caucasian/White","Freshman","92430","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.5,1.66666666666667,"Pre",26,-50,-31,18,39.7142857142857,17.5714285714286
"215",25,18,30,-35,35,20,"I liked that the exercise challenged me to truly engage and connect with my beliefs","It can be hard to define my beliefs with a number",2,18,"Female","Caucasian/White","Freshman","91981","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,2.5,"Pre",50,-50,33,26.8571428571429,13.1428571428571,-0.285714285714286
