StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q146_1,Q146_2,Q146_3,Q146_4,UTIL_1,UTIL_2,UTIL_3,UTIL_4,UTIL_5,UTIL_6,DEON_1,DEON_2,DEON_3,DEON_4,DEON_5,DEON_6,Post_Int_1_10,Post_Int_2_1,Post_Int_3_1,Post_Int_4_1,Q114_1,Q114_2,Q114_3,Q114_4,Q116_10,Q117_1,Q118_1,Q119_1,Q121_1,Q121_2,Q121_3,Q121_4,High_Like_Free_R,High_Hard_Free_R,Pol_High_1,Age_High,Gender_High,Race_High,School_High,Q163_10,Q164_1,Q165_1,Q166_1,Q169_1,Q169_2,Q169_3,Q169_4,Q171_10,Q172_1,Q173_1,Q174_1,Q176_1,Q176_2,Q176_3,Q176_4,Low_Like_Free_R,Low_Hard_Free_R,Pol_Low_1,Age_Low,Gender_Low,Race_Low,School_Low,SILS_1_1,SNS_1_1,SNS_2_1,SNS_3_1,SNS_4_1,SNS_5_1,SNS_6_1,SNS_7_1,SNS_8_1,NZ1_A_5,NZ1_A_6,NZ1_A_17,NZ1_A_24,NZ1_A_25,NZ1_B_5,NZ1_B_6,NZ1_B_17,NZ1_B_24,NZ1_B_25,NZ5_A_5,NZ5_A_6,NZ5_A_17,NZ5_A_24,NZ5_A_25,NZ5_B_5,NZ5_B_6,NZ5_B_17,NZ5_B_24,NZ5_B_25,RNS_1,RNS_2,RNS_3,RNS_4,RNS_5,RNS_6,RNS_7,RNS_8,id
2023-10-16 19:28:59,2023-10-16 19:29:17,0,161.130.189.198,1,18,0,2023-10-23 19:29:18,R_2ZEpjmiYVm6VHum,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88307
2023-10-24 10:51:20,2023-10-24 10:54:40,0,161.130.189.210,100,200,1,2023-10-24 10:54:41,R_3F3ekXrJB8IERaz,,,,,38.9361,-92.3056,anonymous,EN,51,50,50,49,3,3,3,3,3,3,3,3,3,3,3,3,52,51,51,50,3,3,3,3,49,51,50,50,50,49,50,49,Nothing,Nothing,8,19,2,"1,5",1,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,0.338,0.307,0.292,0.299,0.323,0.341,0.339,0.335,0.327,0.344,1.979,1.923,1.852,1.859,1.796,2.092,2.07,2.042,2.063,2.028,,,,,,,,,88970
2023-10-17 12:48:56,2023-10-17 12:49:32,0,161.130.189.195,1,35,0,2023-10-24 12:49:34,R_1LLqXQrDRmQB4sd,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88927
2023-10-24 16:24:39,2023-10-24 16:53:58,0,161.130.189.233,100,1759,1,2023-10-24 16:53:58,R_123h2QoS14M06ck,,,,,38.9361,-92.3056,anonymous,EN,76,65,50,100,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,44,44,82,30,3,3,3,3,49,69,36,71,31,32,38,27,"i think that exercise was fun and worth doing ",nothing,7,18,2,1,1,2,1,1,1,1,1,1,1,1,0.399,0.256,0.401,0.499,1,0.241,0.151,0.244,0.113,0.418,1.824,1.049,3.521,1.19,2.19,1.204,0.465,1.19,1.246,4.063,,,,,,,,,88772
2023-10-24 19:44:27,2023-10-24 19:48:30,0,161.130.189.234,100,243,1,2023-10-24 19:48:31,R_2w63Sj6Mg4xxhb3,,,,,38.9361,-92.3056,anonymous,EN,64,55,59,80,3,4,2,3,4,3,2,3,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,44,41,26,52,2,3,2,3,33,66,52,48,39,37,55,43,it was fun!,no challenges at all!,11,19,2,3,1,3,3,3,2,2,3,3,3,3,0.815,0.477,0.373,0.592,0.528,0.438,0.785,0.641,0.724,0.556,3.796,3.056,3.754,3.345,4.373,2.937,3.718,2.761,3.845,3.092,,,,,,,,,89783
2023-10-25 09:30:24,2023-10-25 09:40:32,0,161.130.190.18,100,608,1,2023-10-25 09:40:33,R_patW1Mge4AL1fbP,,,,,38.9361,-92.3056,anonymous,EN,100,65,0,80,4,3,4,3,3,4,2,2,3,3,2,4,50,50,25,40,1,2,5,1,80,65,10,80,100,70,1,64,I got to express my opinions,I think its difficult to know how the general population thinks,9,21,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,2,2,1,1,2,0.008,0.096,0.221,0.403,0.5,0.62,0.727,0.728,0.841,0.945,0.106,2.908,5,5,5,5,5,5,5,5,,,,,,,,,88301
2023-10-25 21:18:46,2023-10-25 21:24:53,0,161.130.189.199,100,367,1,2023-10-25 21:24:54,R_8333b7xlEhFY4GR,,,,,38.9361,-92.3056,anonymous,EN,70,42,99,100,4,4,5,5,5,5,2,2,4,4,3,5,76,45,91,100,1,1,2,1,81,92,57,100,70,57,100,100,I liked comparing the views of 2018 vs 2023.,I had to do research on Greenhouse gas emissions because I am not 100% sure of what it means and its affects.,9,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,5,4,3,1,2,2,0.107,0.351,0.424,0.425,0.501,0.715,0.883,0.844,0.877,0.883,0.113,0.289,5,5,5,2.366,1.704,2.134,4.218,2.606,,,,,,,,,88972
2023-10-25 21:23:20,2023-10-25 21:34:19,0,172.59.169.146,100,659,1,2023-10-25 21:34:20,R_31a9k63vQMHv6s6,,,,,38.6287,-90.1988,anonymous,EN,70,100,56,100,4,5,4,4,4,5,2,2,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,50,40,30,100,4,3,1,3,91,81,53,100,72,100,52,100,I liked the contrast between what I thought people of the past thought and what the actual results were.,None.,10,19,1,1,2,4,5,3,3,6,4,5,2,3,0.025,0.1,0.277,0.405,0.488,0.574,0.603,0.791,0.918,0.957,0.041,0.238,1.224,1.992,4.301,4.456,4.027,2.844,3.9,3.414,,,,,,,,,88479
2023-10-28 15:26:59,2023-10-28 15:34:46,0,161.130.190.21,100,467,1,2023-10-28 15:34:47,R_2wFRc1xQ84SautF,,,,,38.9361,-92.3056,anonymous,EN,100,72,23,100,3,4,5,4,5,5,1,2,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,60,40,70,100,4,4,5,1,75,50,40,100,100,52,36,100,"I think it is interesting that I could see the percentage of people that actually agreed with the statements, and it was not just hypothetical. ","I did not have any challenges with the exercise. ",10,18,2,1,1,4,3,4,5,6,2,4,2,6,0.084,0.17,0.273,0.414,0.515,0.576,0.664,0.746,0.836,0.936,0.138,0.413,1.603,2.54,3.138,1.343,2.131,2.878,3.596,4.061,,,,,,,,,88780
2023-10-29 15:32:38,2023-10-29 15:48:06,0,104.166.194.237,100,927,1,2023-10-29 15:48:07,R_3oXUXboa7ZCMNE5,,,,,38.9933,-92.3078,anonymous,EN,50,36,72,91,4,3,5,3,4,4,2,3,3,3,4,3,87,88,52,95,2,3,1,1,91,92,81,99,61,51,83,100,"It was interesting to see how things changed over the past 5 years. ","Thinking about the ethics. ",11,21,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,6,6,3,4,5,5,0.062,0.158,0.252,0.348,0.487,0.614,0.661,0.735,0.851,0.91,0.077,0.218,1.204,1.5,2.852,3.092,4.197,3.063,4.401,4.486,,,,,,,,,88960
2023-10-30 12:11:27,2023-10-30 12:24:22,0,161.130.189.236,100,774,1,2023-10-30 12:24:23,R_OqchzvdWBHAm6wV,,,,,38.9361,-92.3056,anonymous,EN,100,60,72,100,4,5,4,4,5,5,1,2,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,45,33,78,100,2,1,4,1,68,66,53,100,100,71,79,100,I was surprised by how divided viewpoints open controversial topics are. Its always interesting to learn how others think.,Its hard to quantify feelings about complex subjects.,6,18,3,1,1,5,3,3,2,4,4,5,6,4,0.037,0.142,0.27,0.438,0.513,0.555,0.638,0.725,0.811,0.89,0,0.366,0.81,1.077,1.782,2.944,2.908,3.57,2.937,4.345,,,,,,,,,88402
2023-10-30 12:59:29,2023-10-30 13:08:24,0,161.130.189.228,100,534,1,2023-10-30 13:08:24,R_3lWeZ6Mvc0KSASt,,,,,38.9361,-92.3056,anonymous,EN,83,87,42,100,3,3,4,3,5,5,2,2,3,2,2,4,62,65,84,95,2,3,1,1,96,97,46,100,86,93,56,100,I liked that I was told the true numbers of what I estimated,No challenges.,6,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,5,5,3,5,3,5,0.025,0.127,0.273,0.387,0.51,0.58,0.731,0.759,0.834,0.961,0.014,0.352,0.901,1.401,2.134,3.859,3.169,2.944,4.176,4.085,,,,,,,,,89504
2023-10-30 13:28:35,2023-10-30 13:35:39,0,161.130.189.193,100,423,1,2023-10-30 13:35:39,R_8fcDp7FYutKcaVH,,,,,38.9361,-92.3056,anonymous,EN,90,8,63,100,3,4,4,4,5,5,3,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,77,1,68,100,5,3,4,4,72,47,50,100,76,2,65,100,I thought deeper about it,I thought about other peoples responses compared to mine,8,18,1,1,1,3,3,4,5,6,5,4,5,4,0.01,0.101,0.244,0.392,0.528,0.648,0.665,0.656,0.655,0.892,0.028,3.472,5,5,5,0.049,0.021,0.021,0.021,0.014,,,,,,,,,89295
2023-10-30 14:19:16,2023-10-30 14:21:59,0,161.130.189.244,100,162,1,2023-10-30 14:22:00,R_3MmJ8LOw1FXhQdX,,,,,38.9361,-92.3056,anonymous,EN,51,49,48,48,3,3,3,3,3,3,3,3,3,3,3,3,50,50,50,48,3,3,3,3,50,50,50,51,49,49,50,51,unsure,unsure,8,18,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2,2,2,2,0.134,0.137,0.142,0.148,0.159,0.082,0.242,0.3,0.066,0.272,0.697,0.873,0.901,0.577,0.993,0.183,0.155,0.12,0.183,0.542,,,,,,,,,89204
2023-10-31 07:17:49,2023-10-31 07:20:46,0,161.130.189.238,100,176,1,2023-10-31 07:20:47,R_1hGUtqgb9yzis9D,,,,,38.9361,-92.3056,anonymous,EN,52,50,50,59,3,4,3,4,3,3,3,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,61,70,61,76,3,4,4,4,61,71,61,76,62,73,65,68,my own ratings,honesty,29,20,2,1,3,3,4,4,4,4,4,5,4,4,0.485,0.603,0.525,0.63,0.663,0.527,0.589,0.597,0.592,0.541,3.275,2.648,3.197,2.831,2.965,2.62,2.711,3.296,2.782,3.352,,,,,,,,,89367
2023-10-31 10:13:15,2023-10-31 10:28:27,0,161.130.189.223,100,911,1,2023-10-31 10:28:27,R_V2mD3pLzzziA5iN,,,,,38.9361,-92.3056,anonymous,EN,90,100,15,100,4,4,5,5,4,5,1,1,3,2,2,3,63,45,66,100,1,4,4,1,70,85,68,100,95,100,10,100,"It has an element of understanding others opinions and your own. ",Not allowing personal bias to effect how I answer the american population would answer.,4,18,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,5,4,5,2,2,4,0.041,0.125,0.244,0.385,0.501,0.544,0.693,0.811,0.886,0.965,0.085,0.556,1.162,1.261,1.937,2.732,3.113,3.43,4.007,4.387,,,,,,,,,88163
2023-10-31 15:40:40,2023-10-31 15:52:01,0,161.130.189.233,100,680,1,2023-10-31 15:52:01,R_10wkjonDOJEBo2U,,,,,38.9361,-92.3056,anonymous,EN,100,100,69,100,4,4,5,4,5,5,2,2,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,60,56,84,85,4,3,1,1,81,67,61,93,100,100,59,100,Made me quantify my beliefs,Estimating how others face these same questions,5,18,2,"1,2",1,1,3,3,2,2,4,4,4,4,0,0.106,0.258,0.341,0.503,0.52,0.696,0.82,0.838,0.983,0,0.12,1.254,1.648,2.303,3.049,3.704,4.183,4.634,4.873,,,,,,,,,88193
2023-11-01 12:27:05,2023-11-01 12:34:11,0,161.130.189.224,100,426,1,2023-11-01 12:34:12,R_2Yu1hkPYlH9zGf9,,,,,38.9361,-92.3056,anonymous,EN,55,60,60,56,3,3,3,3,3,3,3,3,3,3,3,3,60,59,61,58,3,3,3,3,56,59,63,58,70,71,78,75,show the study statistics compared to how i answered,none,11,19,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,4,4,4,5,0.04,0.09,0.156,0.207,0.525,0.578,0.631,0.809,0.818,0.926,0.096,3.033,5,5,5,2.054,2.808,1.751,2.293,2.779,,,,,,,,,88437
2023-11-02 14:30:42,2023-11-02 14:56:12,0,161.130.189.244,100,1529,1,2023-11-02 14:56:12,R_1LjnppeFiUkBqTY,,,,,38.9361,-92.3056,anonymous,EN,60,51,80,100,4,3,4,5,4,5,1,4,3,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,50,55,35,95,4,3,4,1,60,55,29,97,50,52,65,100,It made me think about how I view reality and see the world.,I had to look beyond myself and think about what the general public was thinking at the time.,9,18,1,5,1,5,5,4,3,5,3,2,3,3,0.025,0.087,0.249,0.359,0.511,0.641,0.704,0.801,0.883,0.944,0.056,0.268,0.845,1.049,2.176,3.007,3.521,3.472,4.035,4.437,,,,,,,,,88198
2023-11-02 19:45:26,2023-11-02 19:53:02,0,161.130.189.219,100,456,1,2023-11-02 19:53:02,R_28NEiBjmbMgyLZ5,,,,,38.9361,-92.3056,anonymous,EN,75,53,3,100,3,3,3,3,3,3,3,3,3,3,3,3,76,51,2,100,1,3,4,1,78,59,51,100,62,52,1,100,questions were easy to understand,sliding the bar with my mouse,10,19,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,4,2,3,3,0.022,0.104,0.262,0.249,0.505,0.59,0.647,0.86,0.87,0.962,1.54,2.308,0.829,3.561,1.646,3.392,1.378,2.054,3.8,1.533,,,,,,,,,89407
2023-11-04 15:21:55,2023-11-04 15:27:23,0,161.130.189.219,100,327,1,2023-11-04 15:27:24,R_Z989NgdL4FEP7tn,,,,,38.9361,-92.3056,anonymous,EN,27,90,34,98,4,3,2,3,3,4,4,3,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,74,73,27,100,4,3,2,4,71,43,38,97,59,50,42,60,"It showed me the correct answers in between ",I didn't know much about greenhouse gases so it was hard to fairly answer,9,18,2,1,1,3,3,5,3,5,2,4,3,6,0.017,0.082,0.166,0.338,0.476,0.597,0.701,0.804,0.894,0.955,0.063,3.183,5,5,5,2.599,3.155,3.725,4.035,4.246,,,,,,,,,88514
2023-11-04 22:45:29,2023-11-04 22:54:49,0,161.130.189.252,100,559,1,2023-11-04 22:54:49,R_Z8o4cEeOQUeUo49,,,,,38.9361,-92.3056,anonymous,EN,66,73,19,100,4,4,5,2,5,5,2,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,90,92,27,96,4,4,5,1,80,91,19,98,68,82,14,100,Getting to guess what previous surveys have said.,None.,28,18,2,1,1,5,5,5,5,6,4,3,2,5,0.019,0.085,0.214,0.414,0.501,0.608,0.659,0.712,0.663,0.862,0.16,2.836,5,5,5,5,5,5,5,5,,,,,,,,,88694
2023-11-05 10:45:09,2023-11-05 10:52:25,0,161.130.189.225,100,436,1,2023-11-05 10:52:26,R_2aOIESL2CvbWPnM,,,,,38.9361,-92.3056,anonymous,EN,61,20,30,100,3,3,4,4,3,4,3,3,4,2,4,3,50,50,50,86,2,2,3,1,82,91,61,99,61,30,19,100,"The questions were not hard to answer and were worded nicely. ",No challenges :),11,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,6,6,5,4,4,5,0.033,0.133,0.27,0.38,0.512,0.58,0.659,0.723,0.792,0.907,0.005,0.364,1.04,1.406,2.153,2.638,2.906,3.033,3.279,3.561,,,,,,,,,88969
2023-11-05 15:33:54,2023-11-05 15:50:44,0,99.157.246.132,100,1009,1,2023-11-05 15:50:44,R_242ufZzEKOePoO2,,,,,38.6287,-90.1988,anonymous,EN,82,90,53,100,4,4,5,5,4,3,1,1,3,3,3,2,65,60,79,100,1,4,2,1,86,88,55,100,83,84,53,100,"There was a spectrum/range of how you could answer, it wasn't just agree or disagree. ",The statements were kind of open to interpretation.,5,18,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,5,5,4,5,0.024,0.124,0.255,0.248,0.508,0.407,0.638,0.621,0.824,0.941,0.007,0.197,0.718,0.782,1.831,2.092,1.739,3.549,4.211,4.542,,,,,,,,,88234
2023-11-05 20:30:45,2023-11-05 20:48:00,0,161.130.189.253,100,1034,1,2023-11-05 20:48:00,R_2tsfF6ZJdZkegGB,,,,,38.9361,-92.3056,anonymous,EN,100,91,58,100,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,80,88,82,78,3,3,3,1,100,100,100,100,100,60,42,100,I liked that i got to see different prespectives.,trying to decide how i felt about difficult topics.,8,18,2,1,1,4,6,6,6,6,6,1,6,2,0.023,0.176,0.315,0.394,0.504,0.606,0.745,0.721,0.839,0.97,0.162,1.127,0.775,1.535,3.704,4.739,4.169,4.775,4.768,4.521,,,,,,,,,89078
2023-11-06 10:13:49,2023-11-06 10:33:10,0,161.130.189.249,100,1161,1,2023-11-06 10:33:11,R_33g4sWoARmF8wNq,,,,,38.9361,-92.3056,anonymous,EN,48,50,55,100,3,4,4,3,5,4,2,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,42,74,22,100,1,3,1,1,54,75,22,100,48,24,55,100,"I like the drag of my answer. Instead of hitting a circle for my answer, I felt that the dragging of the dot made it more clear of what my answer was, and what I leaned to more. ",Not knowing how the world views greenhouse gases or the death penalty,28,18,2,1,1,3,2,3,2,6,4,6,1,5,0.066,0.097,0.266,0.299,0.517,0.215,0.718,0.311,0.631,0.92,0.162,1.338,2.43,0,2.408,3.803,2.331,4.599,3.662,5,,,,,,,,,88768
2023-11-06 12:04:39,2023-11-06 12:37:13,0,161.130.189.209,100,1954,1,2023-11-06 12:37:14,R_ctN4pu8RFHSpJfP,,,,,38.9361,-92.3056,anonymous,EN,85,77,1,100,3,4,5,3,5,4,2,3,3,2,4,4,46,41,20,73,1,1,5,1,91,93,40,100,90,80,10,100,it showed us the actual results of the studies that were done,ethical rights and knowing what should happen but not,8,20,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,2,5,5,2,6,0.077,0.192,0.27,0.349,0.496,0.37,0.654,0.659,0.717,0.893,0.204,0.908,1.93,2.176,3.127,2.423,2.782,2.662,3.486,3.535,,,,,,,,,88220
2023-11-06 14:03:13,2023-11-06 14:19:53,0,161.130.189.247,100,999,1,2023-11-06 14:19:54,R_33fN2dJAo0aJdoB,,,,,38.9361,-92.3056,anonymous,EN,86,70,30,95,4,4,4,3,4,4,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,40,60,20,80,3,3,5,1,69,60,30,99,90,80,50,95,"It asked about my opinion of the issues, rather than just what I expected the population to believe.",None.,6,18,1,1,1,4,4,5,2,4,6,5,2,5,0.014,0.12,0.265,0.318,0.52,0.455,0.611,0.732,0.824,0.944,0.085,2.915,5,5,5,2.268,3.225,2.831,2.775,3.106,,,,,,,,,89319
2023-11-06 14:49:48,2023-11-06 14:57:33,0,161.130.189.199,100,465,1,2023-11-06 14:57:33,R_1FFLF9fIEysIFWS,,,,,38.9361,-92.3056,anonymous,EN,81,66,54,100,4,4,4,5,4,4,2,2,4,4,2,2,72,92,29,100,1,1,3,1,91,93,21,100,71,69,52,100,Pretty quick and easy. Learned some new information about peoples stance on controversial issues in the past,"always feel a little uncomfortable answering questions about highly debated topics, dont want to be shunned for my opinions",7,18,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,5,5,3,5,4,0.048,0.114,0.243,0.404,0.515,0.553,0.687,0.805,0.859,0.952,0.061,0.33,1.158,1.439,2.239,2.341,3.53,2.685,4.273,4.663,,,,,,,,,88368
2023-11-06 16:00:03,2023-11-06 16:07:58,0,161.130.189.193,100,475,1,2023-11-06 16:07:58,R_1mOb0xaNMLmY3BC,,,,,38.9361,-92.3056,anonymous,EN,85,100,18,100,3,3,4,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,72,82,2,100,2,3,4,1,93,77,3,100,58,100,6,100,I liked how I got to see the results of what others say,I had no challenges,,18,2,2,1,3,3,4,2,3,3,5,3,6,0.034,0.117,0.238,0.337,0.534,0.669,0.727,0.855,0.842,0.917,0.099,2.986,2.761,5,3.38,4.662,3.549,2.796,1.62,2.599,,,,,,,,,89324
2023-11-06 16:59:38,2023-11-06 17:10:55,0,161.130.189.213,100,676,1,2023-11-06 17:10:55,R_2v9aZwK038jbcac,,,,,38.9361,-92.3056,anonymous,EN,80,81,7,100,4,4,5,4,5,5,1,1,3,2,2,2,57,46,32,96,3,3,5,1,85,83,23,100,96,79,2,100,"Simple, quick, and straightforward.",None.,5,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,4,3,5,4,2,5,0.16,0.741,0.38,0.315,0.484,0.535,0.605,0.688,0.774,0.835,0.111,0.231,0.661,0.696,1.308,1.273,2.541,3.027,4.034,4.477,,,,,,,,,88364
2023-11-06 20:37:27,2023-11-06 20:45:00,0,161.130.189.255,100,452,1,2023-11-06 20:45:01,R_3DnoYlVzClDnv3H,,,,,38.9361,-92.3056,anonymous,EN,84,62,44,100,4,4,4,4,3,4,2,4,2,4,3,4,85,83,100,100,2,1,4,1,89,76,88,100,78,80,84,100,I liked how previous answers were incorporated in the study.,Deciding whether or not I thought certain things were ethical or not.,28,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,3,5,2,4,3,0.007,0.166,0.251,0.42,0.503,0.551,0.634,0.751,0.787,0.935,0.042,0.373,0.993,1.31,2.634,2.894,3.951,4.423,4.761,4.887,,,,,,,,,88801
2023-11-07 10:16:24,2023-11-07 10:23:37,0,108.169.208.65,100,433,1,2023-11-07 10:23:38,R_3oFpelmhm3Lg0CJ,,,,,38.9361,-92.3056,anonymous,EN,31,2,37,100,3,3,4,3,3,3,2,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,4,1,24,95,1,1,3,1,22,35,51,100,31,33,50,100,It gave me statistics that I did not know about,"I had no challenges ",28,21,1,1,3,5,4,6,6,6,4,5,6,6,0.01,0.076,0.263,0.195,0.51,0.35,0.624,0.531,0.905,0.942,0,0.146,5,5,5,5,1.576,2.428,3.914,2.78,,,,,,,,,89441
2023-11-07 11:32:00,2023-11-07 11:51:39,0,161.130.189.236,100,1179,1,2023-11-07 11:51:40,R_2TTz7Zz0grPMMWA,,,,,38.9361,-92.3056,anonymous,EN,37,100,8,100,4,4,5,4,5,5,4,4,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,61,100,3,100,3,5,5,1,70,100,3,100,69,100,2,100,"I liked that the questions about emissions and health care stayed the same through the study. ","I did not like how what they were asking me to do slightly changed every time, making me question if I was doing it right.",3,19,2,1,2,5,2,3,6,5,4,5,2,5,0.034,0.136,0.284,0.344,0.483,0.551,0.613,0.87,0.808,0.92,0.013,0.295,0.71,0.915,1.274,1.246,2.753,3.57,4.02,4.534,,,,,,,,,88863
2023-11-07 16:41:11,2023-11-07 17:10:49,0,161.130.189.203,100,1778,1,2023-11-07 17:10:49,R_271III6DQTYjwhQ,,,,,38.9361,-92.3056,anonymous,EN,100,100,20,100,4,4,5,5,5,5,3,1,2,3,4,2,60,53,42,95,1,2,4,1,86,88,60,100,100,100,40,100,"It's interesting and also relieving to see the amount of people who agree on these issues. ",Recalling the attitudes toward the provided issues in 2018,4,18,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,4,3,3,2,5,0.03,0.182,0.254,0.37,0.511,0.589,0.669,0.72,0.817,0.927,0.07,0.408,1.063,1.521,2.704,2.423,3.246,3.613,4.268,4.577,,,,,,,,,89352
2023-11-07 18:57:46,2023-11-07 19:10:45,0,161.130.189.231,100,779,1,2023-11-07 19:10:46,R_Ap4rd40FbZuOugV,,,,,38.9361,-92.3056,anonymous,EN,59,70,10,100,4,4,4,4,4,4,2,4,2,2,3,3,40,55,25,98,2,2,4,1,85,88,35,100,60,89,6,100,it was insightful to see other peoples opinions on world issues.,"it was hard for me to really think of what exact percent I agree or disagree with these issues. ",10,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,2,2,3,5,2,4,0.018,0.101,0.151,0.238,0.473,0.689,0.808,0.834,0.927,0.966,0,0.07,0.563,1.261,4.613,3.366,3.387,3.408,4.141,4.852,,,,,,,,,88392
2023-11-08 09:06:57,2023-11-08 09:15:55,0,161.130.190.18,100,537,1,2023-11-08 09:15:56,R_1IEPEew7zcKlpNm,,,,,38.9361,-92.3056,anonymous,EN,91,60,43,100,4,4,5,4,4,4,3,2,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,62,50,35,100,4,1,3,1,49,34,50,100,90,65,47,100,it was fairly simple,some of the questions about ethics weren't very clear,6,18,2,1,1,3,4,4,4,5,5,2,4,4,0.069,0.154,0.261,0.399,0.508,0.592,0.623,0.741,0.844,0.906,0.07,0.542,1.225,1.246,2.57,2.711,3.12,3.704,3.803,3.613,,,,,,,,,88784
2023-11-08 12:59:12,2023-11-08 13:34:48,0,161.130.189.254,100,2136,1,2023-11-08 13:34:49,R_2dA1qnfztmc2fJj,,,,,38.9361,-92.3056,anonymous,EN,100,80,70,100,4,3,4,3,4,4,3,4,3,3,4,2,60,90,80,80,3,1,1,1,95,80,35,95,90,90,30,100,"I liked how the survey showed the results of how people felt on the issues presented in 2018. ","I had a little bit of a hard time understanding some of the questions. ",4,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,6,6,3,3,6,4,0.032,0.055,0.166,0.184,0.504,0.567,0.584,0.917,0.918,0.918,0.118,1.006,1.463,1.71,2.111,1.499,2.759,3.161,4.33,4.238,,,,,,,,,89396
2023-11-08 20:54:16,2023-11-08 21:05:27,0,161.130.189.200,100,670,1,2023-11-08 21:05:27,R_3nDeZQK6quz2956,,,,,38.9361,-92.3056,anonymous,EN,69,68,50,82,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,72,72,50,82,1,1,3,1,73,78,50,83,68,82,50,85,It made me think about the problems going on in the world,None,29,18,2,5,1,5,6,4,4,4,4,4,4,4,0.102,0.143,0.232,0.311,0.504,0.542,0.628,0.808,0.891,0.942,0.068,0.575,0.624,0.822,1.272,0.709,1.455,1.195,1.709,1.16,,,,,,,,,88973
2023-11-09 09:38:38,2023-11-09 09:50:29,0,161.130.189.195,100,711,1,2023-11-09 09:50:29,R_3MnDofyQ9oCFisq,,,,,38.9361,-92.3056,anonymous,EN,91,92,31,100,4,5,5,5,5,5,2,3,4,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,92,82,30,100,5,4,1,2,64,51,30,100,92,82,29,100,"I liked getting to compare my results with the general public's results from different years. ","It was challenging to predict previous years' results, especially the earlier years when I, personally, was not really aware of the issues asked about.",6,19,2,1,1,4,6,5,5,6,5,5,2,6,0.025,0.13,0.249,0.334,0.51,0.606,0.715,0.779,0.677,0.896,0.035,0.514,1.275,1.683,2.303,2.852,2.937,3.035,3.704,3.852,,,,,,,,,88927
