"","Duration..in.seconds.","Pre_P1","Pre_P2","Pre_P3","Pre_P4","UTIL_1","UTIL_2","UTIL_3","UTIL_4","UTIL_5","UTIL_6","DEON_1","DEON_2","DEON_3","DEON_4","DEON_5","DEON_6","Post_Int_1_10","Post_Int_2_1","Post_Int_3_1","Post_Int_4_1","Q114_1","Q114_2","Q114_3","Q114_4","Q116_10","Q117_1","Q118_1","Q119_1","Q121_1","Q121_2","Q121_3","Q121_4","High_Like_Free_R","High_Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","Q163_10","Q164_1","Q165_1","Q166_1","Q169_1","Q169_2","Q169_3","Q169_4","Q171_10","Q172_1","Q173_1","Q174_1","Q176_1","Q176_2","Q176_3","Q176_4","Low_Like_Free_R","Low_Hard_Free_R","Pol_Low_1","Age_Low","Gender_Low","Race_Low","School_Low","SILS_1_1","NLINE","SNS_SCORE"
"132","969","63","53","13","100","4","4","5","3","5","4","2","2","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","81","52","9","100","1","3","4","1","100","89","15","100","92","81","8","100","I liked thinking about these things and giving my opinions on them ","Maybe have a couple more questions","8","18","2","1","1","5",5.30531551956815,2.875
"133","542","79","4","46","100","4","4","5","2","5","5","1","5","3","5","5","5","47","49","51","100","3","3","1","1","47","68","84","80","65","64","85","100","that it repeated the same questions","paying attention to long paragrahs being repeated ","10","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",4.15768093310199,4.375
"134","430","100","70","0","100","5","5","5","5","5","5","1","2","2","3","3","2","39","20","40","99","4","5","5","2","97","95","18","100","100","90","0","100","I liked being able to see the results of the 2018 opinions ","I did not think there were any challenges ","6","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",1.0159952573742,4.5
"135","469","49","46","84","100","3","4","4","3","4","5","4","2","4","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","54","52","87","100","2","2","5","1","50","61","86","100","53","55","74","100","It was interesting to see other people's point of views on those topics. I was surprised on some of the results. ","It was a challenge to estimate how people felt on some topics because of how diverse the topics are. ","28","18","1","1","1","4",2.62335532420796,3.875
"136","1059","70","100","40","100","5","5","5","5","4","5","1","3","1","3","4","3","","","","","","","","","","","","","","","","","","","","","","","","40","45","70","100","4","1","4","2","50","55","25","99","70","100","25","100","The questions were easy to understand and simple to complete. ","I didn't have any issues with the exercise. ","9","18","2","1","1","4",0.821773035151983,3.75
"137","932","100","60","20","100","3","4","5","3","4","4","2","2","4","3","3","3","75","59","45","98","2","4","5","1","82","85","75","99","100","65","25","100","I liked being able to see the true percentage of people in 2018 who agreed with the statements after I had guessed. ","It was a little difficult trying to think of how I think the general population would answer, as most of the people in my life would answer differently for some questions. ","6","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.555106368485316,4.5
"138","3117","100","58","50","100","4","4","4","4","4","3","2","3","3","3","3","3","61","39","40","71","2","4","4","1","90","79","81","100","100","48","48","100","I liked that after I guessed what percentage of Americans believed in those prompts, I got to see what the actual results were and how far off my predictions were. ","It was hard for me to determine sometimes how to make decisions about ethics, so in that case I left it is unsure. ","5","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",1.10399171004434,4.375
"139","613","100","100","50","100","4","3","2","2","4","3","2","3","3","3","2","4","","","","","","","","","","","","","","","","","","","","","","","","100","100","50","100","4","1","4","1","60","31","98","100","100","98","50","100","it showed the real stats of the percentage of people in the us that agree with the statement prodvided and asked if you were surprised to see how many people really know there countries difference in viewpoints ","Just guessing the amount of arrogance of people of our country going against facts believe different ideologies even if they are against normal human ethics","5","19","2","1","1","1",1.70205236167341,3.875
"140","476","87","81","50","100","4","4","5","4","5","5","1","2","3","3","3","4","","","","","","","","","","","","","","","","","","","","","","","","51","39","65","81","4","3","3","2","71","63","26","98","82","67","25","91","I think the questions were very relevant to my life and things that I have an opinion on. ","It was a very broad sliding scale - I almost feel like I had too many options. ","5","18","2","1","1","4",1.04526192404087,3.5
"141","738","100","41","21","100","4","4","5","3","2","5","2","2","1","2","3","2","87","41","50","100","3","4","4","1","90","50","30","100","100","50","19","100","I liked that it made me think about what other people around think about ethical issues and that it surprised me with the information about what others think. It was also easy to understand the instructions.","I did not have any challenges with the exercise.","5","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.402850562303194,4.125
"142","1604","100","100","0","100","4","4","5","2","5","5","3","4","4","3","5","4","","","","","","","","","","","","","","","","","","","","","","","","60","75","40","99","4","3","4","1","49","60","25","99","100","100","0","100","I liked that I got to compare what I thought to what others believe to asses my own knowledge of how the US population thinks.","I had a bit of trouble comprehending a few of the questions about how I think about social issues.","4","18","2","1","1","4",0.527957162136109,4.125
"143","820","100","51","52","100","5","5","4","5","5","5","1","3","3","2","3","5","98","50","31","100","5","1","5","2","100","51","64","100","100","50","63","100","I liked how after seeing everyone else’s responses the survey asked the same questions again to see if participants would change their response.","I felt as though it was hard to answer one or two of the questions because they made you really think.","8","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",1.96685240023135,4.125
"144","856","81","74","0","100","4","5","4","5","3","4","1","2","3","3","4","2","","","","","","","","","","","","","","","","","","","","","","","","58","71","46","100","2","3","1","1","60","60","31","100","80","71","0","100","It was interesting to see the results to see how the general population thought of these issues.","Recalling what the social environment looked like in 2018 and general public's beliefs.","7","18","1","1","1","2",0.806291960670908,3.875
"145","771","80","100","50","100","3","4","2","4","5","4","2","3","2","1","1","3","60","81","50","100","1","1","2","1","80","91","67","100","87","100","83","100","I like how I had to think about different world problems from different perspectives","Thinking back to 2018 because I wasn't very politically educated at that time","11","18","2","1,5","1","","","","","","","","","","","","","","","","","","","","","","","","3",2.9382826425037,4
"146","817","85","90","0","100","3","3","4","4","4","4","1","3","3","3","3","3","70","80","40","70","1","2","5","1","87","87","74","100","93","92","2","100","I liked the estimating what people put for the survey and comparing it to what I think ","Guessing what the population's views on certain topics","6","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","2",1.24947291305186,3.625
"147","659","100","60","40","100","4","4","5","4","5","5","1","2","3","1","3","4","","","","","","","","","","","","","","","","","","","","","","","","65","24","80","100","2","3","3","1","90","30","30","100","100","65","35","100","How open and direct all of the information was. How clear and easy it is to read","Wish all line marks were labeled and worked the same","6","18","2","1","1","3",0.560993419446051,4.625
"148","936","100","50","0","100","3","4","4","4","4","5","1","3","3","3","3","4","80","50","40","85","3","4","4","1","90","90","75","95","100","49","0","100","The topics being discussed. ","None","8","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",1.91551902834008,3.375
"150","1361","50","80","50","100","3","4","3","3","3","5","4","4","1","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","40","90","50","96","2","3","3","1","65","95","35","100","50","95","50","100","i liked how i got to see what people's opinions were 5 years ago","trying to figure out what people thought what was most important in 2018","8","18","2","1","1","3",4.69330453055716,2.75
"151","587","70","62","53","100","4","4","4","4","4","4","2","2","2","4","2","4","61","39","61","72","1","1","4","1","64","71","72","100","73","64","52","100","It was short","none","11","18","2","3","1","","","","","","","","","","","","","","","","","","","","","","","","5",0.835983895636527,3.625
"152","526","85","47","70","100","4","4","5","5","5","5","1","2","3","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","61","100","30","30","5","3","4","1","100","73","30","100","100","49","81","100","How straight forward the activity was","N/A","10","18","2","1","1","5",3.49181393226656,4.625
"153","886","70","75","15","100","3","4","4","3","4","5","2","2","3","3","1","3","60","55","45","95","2","3","5","1","80","85","75","99","70","90","25","100","I liked how I was able to compare what I thought to the actual percentages from the 2018 survey.","I had no challenges with the exercise I just completed.","8","18","1","6","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.541142754321702,4.75
"154","673","60","85","60","100","4","4","4","3","5","5","2","4","4","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","51","100","20","100","1","1","3","1","69","100","51","100","60","100","30","100","I like how the exercise ask about real word problems  and showed how other people think on those topics. ","I had no challenges. ","8","19","2","1,2","1","4",8.9115345671872,3.75
"155","528","94","50","0","100","3","3","3","3","5","5","2","2","3","3","4","4","60","100","70","33","3","1","1","4","100","59","14","100","100","50","3","100","I liked that we could see others opinions. ","I did not like the fact that the dearth penalty one ranked so high.","8","19","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","4",1.17721393226656,3.75
"156","823","78","69","50","100","4","4","4","4","4","4","2","2","3","3","2","3","","","","","","","","","","","","","","","","","","","","","","","","50","58","41","81","4","1","1","1","33","51","42","99","75","75","50","100","showing the correct answers","None
","6","19","2","1","1","2",1.01254262579526,2.625
"157","676","49","19","100","100","2","3","4","4","3","4","1","3","3","3","2","4","29","60","80","99","2","3","1","1","84","77","70","100","49","28","99","100","it made me think about my opinions ","none","11","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",3.52048243686138,3.125
"158","941","100","26","29","100","4","4","2","4","4","4","4","3","3","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","60","23","11","100","3","2","3","1","71","63","20","100","81","47","25","100","I liked how the questions were problems that we see today. I also like how the research showed what Americans thought 5 years ago to today.","Didn't have any.","9","20","2","1","2","4",5.01325691150954,3.25
"159","405","35","47","46","85","3","4","4","3","3","4","3","4","3","3","3","4","","","","","","","","","","","","","","","","","","","","","","","","38","70","3","85","2","1","4","3","29","63","3","57","39","48","2","65","it gave me a better idea how the world thinks","i was surprised by how high the death penalty was ","9","18","2","1","1","4",4.22505407107512,4.75
"160","581","100","80","27","100","4","4","5","3","4","5","3","2","4","2","3","4","70","70","40","40","1","1","5","5","86","94","51","83","100","97","20","93","I liked that I also got to see what people in the U.S chose.","While answering the questions, sometimes I thought about what other people would pick so I kind of chose based on that. ","5","18","2","3","1","","","","","","","","","","","","","","","","","","","","","","","","2",1.93194128912024,3.375
"161","1106","69","96","20","98","2","2","4","3","4","5","2","3","2","4","2","4","","","","","","","","","","","","","","","","","","","","","","","","70","85","19","97","3","4","1","1","68","64","40","86","75","89","17","100","I liked to see what actual percent of people thought what I thought about the given situations. It was interesting to see whether our answers differed or not.","The thing that challenged me most was understanding how different thing were five years ago compared to now. A lot has changed since then. ","10","18","2","1","1","2",1.28407462245357,4.875
"162","1172","86","87","42","100","4","3","5","5","4","5","1","2","1","1","4","3","61","30","81","91","5","5","1","1","96","80","71","100","100","85","25","100","I liked that I was able to see how the US's population's opinions were only a few years ago.","I would like to know what the statistics show for public opinion on these issues now. I also thought it was strange that I voted again after seeing the data of others.","5","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.479480971659919,4.875
"163","161224","100","60","69","100","4","3","4","5","4","5","2","2","3","3","4","3","","","","","","","","","","","","","","","","","","","","","","","","74","57","56","91","5","1","2","3","90","51","45","100","100","46","56","100","I liked guessing the percentage of Americans who response to the 2018 data collection. ","Not letting my bias answer for my guesses on percentage of all Americans. ","5","18","2","1","1","2",4.25893310198573,3
"164","1019","81","70","10","100","3","3","4","4","3","3","2","1","3","3","4","4","95","89","15","100","4","1","5","2","81","75","0","100","80","71","0","100","seeing how other people views are different then mine","attention spam ","8","19","1","5,6","1","","","","","","","","","","","","","","","","","","","","","","","","4",3.93881430499325,3.75
"165","547","1","1","53","1","4","4","4","3","4","5","5","3","2","3","4","4","31","61","24","1","4","4","4","4","100","93","10","100","100","82","37","100","The stats.","none","5","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",5.31433807595913,1.875
"166","576","72","70","16","100","3","4","4","4","4","4","2","4","3","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","45","40","10","100","1","1","2","1","49","40","40","100","65","60","55","100","I liked seeing the results of the survey compared to my predictions. ","It is hard to avoid the connotations of the questions to be able to think about my opinion without any influence. ","9","20","2","1,5","3","4",4.15260440845704,2.875
"167","1173","100","85","30","100","3","4","4","4","4","5","2","3","3","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","71","60","56","85","5","2","2","1","86","75","19","100","100","66","28","100","Seeing statistics on how others view ethical issues. ","Understanding how I feel about some common issues in today's world. ","9","18","2","1","1","4",1.10726359488465,4.5
"168","485","36","50","0","100","5","5","5","5","4","5","1","3","1","1","3","3","20","0","0","100","5","1","1","1","83","94","21","100","11","11","0","100","It was quick and concise","I do not like the sliding bar ratings","8","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",1.31420440845704,3.75
"169","878","86","28","10","100","4","4","4","4","4","4","2","1","2","2","1","3","","","","","","","","","","","","","","","","","","","","","","","","50","70","40","93","3","2","2","1","70","55","41","94","80","30","10","100","It was interesting to see what the majority thinks.","I didn't really have any challenges. ","11","18","1","1","1","2",2.02585240023135,4.125
"170","689","64","30","10","0","1","4","2","5","4","4","1","3","3","4","4","1","80","81","1","20","1","1","4","1","93","86","60","99","60","30","71","100","It made me think about my opinion on things that I don't commonly reflect on. ","It was repetitive. ","11","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.683061924040871,5.125
"171","661","86","71","34","100","4","4","4","4","5","4","3","4","4","3","3","4","","","","","","","","","","","","","","","","","","","","","","","","85","100","10","100","4","3","5","2","70","90","19","100","85","89","6","100","I liked how they gave me percentages of others responses.","I had a trouble responding to some questions that I wasn't totally aware of them.","10","20","2","1","1","2",6.62856982199088,3.25
"172","665","52","36","67","100","4","4","5","4","5","3","2","2","3","1","4","4","61","58","76","100","2","3","1","1","67","85","74","99","71","61","78","100","Just a few questions but asked in different ways.","none.","11","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",3.71611722896986,3.875
"173","768","90","85","10","100","4","4","4","3","4","4","1","3","3","2","2","4","75","70","25","100","2","1","4","1","87","92","75","100","90","85","8","100","I liked the survey format. Very easy to understand and complete. ","Not really any challenges. ","","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","2",1.62248243686138,3.125
"174","921","85","66","50","100","4","4","5","4","4","5","2","2","1","2","4","5","","","","","","","","","","","","","","","","","","","","","","","","55","80","60","85","4","2","1","1","80","50","30","100","87","62","35","100","I liked learning about what other people thought about controversial topics in the media.","I thought it was crazy that in 2018 the majority of people didn't think that climate change was an issue.","7","20","2","1","3","5",1.14689680611786,2.625
"175","1086","77","52","45","100","4","3","5","3","4","5","3","4","2","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","63","94","45","98","4","4","3","1","61","47","40","99","81","74","47","100","I like that it's easy to answer and it's short","I am not from USA so I am not fully aware of these things.","","21","1","1","2","4",0.969515519568151,4.25
"176","571","92","96","0","100","3","4","5","3","4","4","1","2","2","2","4","3","60","82","30","95","1","1","4","2","93","92","35","100","95","100","0","100","It listed several issues that are still relevant in today's society.","Some of the phrasing of the choices was a little hard to follow.","5","18","2","1,2,5","1","","","","","","","","","","","","","","","","","","","","","","","","3",1.86651869417133,2.875
"177","433","99","79","27","100","4","4","4","3","3","4","3","3","2","3","3","3","66","42","68","94","4","1","4","1","98","100","47","100","93","92","33","100","That they showed up the results form 2018","Thinking of how people from the past would feel about the issues ","8","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",4.11037119722383,2.375
"178","625","81","69","23","100","3","4","4","3","4","4","2","2","3","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","45","74","54","95","3","4","2","1","32","55","55","100","45","63","20","100","It gave back stats right after the questions were answered. ","I didn't really have any challenges with this exercise. ","8","18","2","1,5","1","3",2.39973957971853,3
"179","797","75","90","90","100","4","4","4","3","5","5","4","4","3","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","50","70","80","70","4","3","3","1","40","50","60","95","70","80","90","100","I liked that we got to see different results from different years and how much they differ even though they're just a few years apart. ","The exercise was very easy to read and understand so I had no challenges. ","28","18","2","1","1","3",3.34171722896986,3.125
"180","224","39","53","15","46","3","2","3","4","2","2","3","3","3","2","2","4","44","73","64","49","2","3","3","2","35","53","45","90","63","41","63","87","variations of questions ",NA,"11","19","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","4",4.32544287642182,3.5
"181","499","100","100","2","100","2","2","5","4","5","5","1","2","4","2","4","2","75","44","47","85","2","4","5","2","92","75","73","99","100","100","2","100","Seeing the opinions of other Americans compared to mine.","Estimating what I thought other people would generally believe working through my own biases.
","4","18","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",2.4649616734143,4.875
"182","829","100","50","84","100","4","4","4","2","4","4","2","4","3","3","5","2","","","","","","","","","","","","","","","","","","","","","","","","70","40","90","95","4","1","3","1","60","40","32","99","84","50","90","100","I liked the format of using the sliders. I felt it gave a large window of possible answers.\","none","8","18","2","1","1","4",0.376949103528051,4
"183","938","85","55","0","100","4","4","5","3","5","4","3","3","4","3","4","2","","","","","","","","","","","","","","","","","","","","","","","","86","51","0","100","5","3","5","1","70","90","0","100","60","80","0","100","I like how it showed the results from 2018.","I didn't encounter any challenges. ","8","19","2","2","1","5",4.13092370670265,4.25
"184","337","61","62","53","100","4","4","5","3","4","4","3","3","3","3","3","3","55","55","43","100","2","2","2","1","81","83","53","100","61","62","54","100","It shows the rest of the population and how they think.","None","7","18","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","5",1.60046192404087,4
"185","549","82","65","50","95","4","3","3","4","5","3","2","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","63","51","45","86","4","3","2","1","83","50","43","100","80","60","43","100","Seeing the data.","None.","7","18","2","1","1","4",4.71665056230319,3.75
"186","1309","100","100","70","100","5","5","5","4","5","5","2","3","2","2","4","4","90","100","40","100","4","4","3","1","100","100","100","100","100","100","95","100","it was overall easy and straight to the point of what it was asking and how i needed to answer ","i didnt have any challenges ","4","19","2","5","1","","","","","","","","","","","","","","","","","","","","","","","","4",3.03367107512371,3.125
"187","365","50","60","80","100","4","4","4","3","4","4","2","4","3","3","5","2","","","","","","","","","","","","","","","","","","","","","","","","71","82","41","82","1","2","4","1","71","72","40","100","50","62","80","91","I liked how the questions got me thinking on moral and ethical current events.","I had some trouble on the last question, and wondered if I was leaning into the bias of the public when completing.","11","18","2","1","1","5",2.55832220294326,4.125
"188","502","60","50","75","0","3","3","3","4","3","2","4","2","2","3","2","3","60","20","75","0","1","1","1","1","75","40","80","100","80","40","95","100","Makes you think","Not offending someone","10","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","1",4.23501744103849,2.375
"189","879","46","30","100","100","4","5","5","4","5","4","1","2","3","4","3","4","84","89","21","100","1","2","5","1","87","85","40","100","61","30","100","100","I liked the slider because it made the activity more enjoyable. I also liked seeing what the trends were in 2018","It was hard to try and think about what the general public might have thought about in 2018...especially because I don't watch the news. ","10","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",0.776458749437697,5.625
"190","229118","66","80","67","86","3","3","4","4","4","3","3","2","2","3","4","2","","","","","","","","","","","","","","","","","","","","","","","","30","29","60","46","1","3","2","1","81","77","27","93","90","88","75","82","it was considering what citizens thought of 4 different topics from over a 5-year period and I got to see how those opinions changed. ","not knowing much about the questions, they were asking and if I was able to agree or disagree with it. ","","","","","1","3",1.67638389563653,2.875
"191","834","100","64","56","100","4","3","5","4","4","5","2","4","3","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","60","40","50","96","5","2","1","1","80","56","50","100","86","68","50","100","Being able to see what I thought about the statements, plus what the general American public thought.","N/A","7","18","2","1","1","3",4.05229363151468,3
"192","604","37","23","35","96","4","4","4","3","4","2","3","3","3","2","2","2","54","44","42","90","4","4","2","1","76","87","94","100","50","36","41","98","I liked seeing the actual percentage that Americans picked for these issues.","I did not have any challenges with this.","11","21","1","1","4","","","","","","","","","","","","","","","","","","","","","","","","4",0.679506368485316,4.875
"193","1597","75","45","35","90","4","4","5","3","4","3","3","4","1","2","2","3","70","30","40","75","1","4","4","3","91","91","86","99","100","100","30","100","An interesting reminder that the general public doesn't have as ""bad"" of opinions as I worry.","I'm not positive I read the first question correctly. That's just a me/adhd issue though. I would generally prefer for definitions behind certain terms, such as ethical and moral from this survey, be clearly defined as part of the survey to ensure everyone is working from the same definitions.","4","35","1","1","4","","","","","","","","","","","","","","","","","","","","","","","","4",0.606068273247221,4.625
"194","381","45","73","34","27","1","3","2","3","2","5","3","3","4","2","5","1","","","","","","","","","","","","","","","","","","","","","","","","88","83","77","100","3","4","4","1","85","89","83","89","51","75","62","92","I liked the sliding scale instead of a scale of 1-10","I was confused when I saw the same question again but then i understood. ","8","18","1","1","1","3",1.13746192404087,4.625
"195","502","21","80","68","98","1","2","4","4","4","4","4","2","2","4","3","4","30","71","59","92","5","2","3","1","94","96","94","100","51","97","96","100","Getting statistical feedback. ",NA,"8","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",1.67707291305186,4.25
"196","744","63","85","52","100","3","4","5","5","5","5","1","2","4","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","69","71","40","98","2","2","1","1","76","82","6","100","50","75","2","100","That it was quick and easy and also gave the correct information after it had us answer what we thought it was.","no challenges","8","18","2","1","1","2",0.56047291305186,4.375
"197","575","100","100","12","100","3","4","5","4","4","5","2","2","3","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","100","100","15","100","4","2","1","1","60","71","34","99","100","100","15","100","It was interesting finding people's opinions on issues","none","5","19","1","1","2","4",1.30147107512371,4.375
"198","866","100","90","70","100","5","5","5","5","4","5","2","3","2","3","4","4","60","60","60","85","2","3","4","1","80","70","70","95","84","90","60","100","How it told me what the opinions were after I had guessed","Guessing what others thought because there are so so many people in America with such different views.","8","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",2.13531551956815,3.625
"199","1032","100","30","0","100","3","4","5","4","2","4","1","2","3","2","2","2","100","50","0","100","1","1","2","5","80","60","30","100","100","50","0","100","It made me think back on how I thought in the past vs how I think now. ","Recalling my old mindset was a little tough because it was 5 years ago. ","6","18","1","6","1","","","","","","","","","","","","","","","","","","","","","","","","4",1.21350636848532,3.5
"200","511","100","86","59","100","4","4","5","5","2","5","1","2","1","3","2","3","69","52","72","100","3","4","1","1","92","90","52","100","94","88","41","100","Thinking critically about important issues and reflecting upon my feelings about them.","Seeing the way people answer ethical questions is strange","6","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",1.28516518218623,5
"201","1118","50","20","50","100","4","4","4","3","4","4","2","4","2","2","3","3","","","","","","","","","","","","","","","","","","","","","","","","1","2","50","100","4","3","1","1","43","40","40","98","19","2","60","100","I liked how the participant gets to see the national statistics and rank how surprised they are.","I had trouble estimating the statistics after viewing them because I forgot. However, everything else was very easy.","11","18","2","1","1","4",1.29755532420796,3.875
"202","557","100","61","17","100","4","3","4","3","4","4","2","4","4","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","100","63","12","100","1","1","4","1","100","62","12","100","100","63","8","100","the issues being discussed I think are very important","some of the wording was confusing","5","19","2","1","1","4",4.08012675277938,3.5
"203","830","100","61","100","100","4","4","4","3","5","4","1","4","4","3","4","4","61","20","83","100","1","2","1","1","95","75","50","100","100","50","100","100","I liked the reflection to what people thought about certain issues a few years back. ","I had trouble forgetting whether the assessment was asking me the questions, or asking questions about the general public. ","11","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",4.16710453055716,3.875
"204","716","94","100","1","100","3","4","5","4","5","5","2","3","2","2","2","3","","","","","","","","","","","","","","","","","","","","","","","","61","40","41","91","4","3","4","1","75","77","27","100","91","91","1","100","I liked how it wasn't very complicated or long!","I couldn't remember exactly the numbers I put at the end!","5","18","3","1","1","3",2.19370465908361,3.25
"205","619","90","50","50","100","4","4","4","2","3","4","2","2","2","3","3","4","66","40","51","95","3","4","4","1","74","87","76","98","67","50","50","100","I like how the exercise went back to the original questions. If the response changed when you saw the group thinking. ","Try to differ from my opinion and the opinion of the people in 2018 and 2023 which one was which.","8","19","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","4",4.05352708694814,2.75
"206","848","80","70","50","100","3","3","4","3","5","4","2","3","4","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","60","50","70","91","4","3","2","1","78","40","53","94","76","42","50","100","I liked how we were asked to guess what people several years ago had to say about climate change, slavery, the government, and the other questions and how those compared to the actual results and how different we think those results are from 2023. ","I didn't really have any challenges, instructions were clear and I understood everything. ","8","18","2","1","1","2",1.0116964719491,4.625
"207","344","100","49","0","0","3","3","3","3","3","3","3","3","3","3","3","3","100","51","0","0","4","1","3","1","100","51","0","100","100","49","0","100","I like how it really made you think about your own thoughts vs the population ","I just don't know hat the general population thinks because everyone has their own opinion ","8","19","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","3",4.37925737420474,1.875
"208","391","65","83","74","100","4","3","4","5","4","3","4","3","4","4","5","4","","","","","","","","","","","","","","","","","","","","","","","","71","83","68","100","3","3","2","1","65","73","48","100","79","87","77","100","learning what the percentages are for what others believe","trying to figure out my beliefs ","6","18","2","1","1","2",1.92492504337768,2.625
"209","800","70","22","88","100","4","3","4","3","4","2","3","4","4","4","4","4","51","41","83","100","4","5","1","1","91","95","70","100","61","26","91","100","Getting to know how the public responded.","I didn't understand some of the questions after the first set of sliders.","10","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",0.522206246385194,5.125
"210","627","60","70","30","100","4","5","4","3","3","4","3","4","3","4","2","4","","","","","","","","","","","","","","","","","","","","","","","","61","84","60","100","3","2","1","1","56","60","60","100","40","50","30","100","Comparing how the US changes viewpoints through the years","I had no challenges","10","20","1","1,2","3","4",0.460874622453569,4.875
"211","1731","100","100","2","100","4","4","5","4","5","5","2","2","4","2","2","4","","","","","","","","","","","","","","","","","","","","","","","","63","24","38","99","2","4","1","1","53","35","30","99","100","100","3","100","I enjoyed answering and guessing estimates","None","3","19","3","1","1","4",0.728215770194718,4.25
"212","361","100","21","0","100","4","4","5","4","5","4","4","4","3","4","3","3","100","2","1","100","4","5","5","1","81","81","40","100","100","32","1","100","I liked the scale and thought it was interesting ","None","8","21","2","1","4","","","","","","","","","","","","","","","","","","","","","","","","5",5.34538569500675,2.875
"213","500","91","89","1","100","4","4","4","4","4","4","2","4","3","2","4","4","","","","","","","","","","","","","","","","","","","","","","","","82","80","8","1","3","2","2","1","92","93","6","100","93","85","1","100","I like to see how just a couple of years can pass and so much can change","none","","19","2","1","2","4",5.58891551956815,3.875
"214","1160","100","100","0","100","2","4","5","4","5","5","3","2","2","3","2","1","60","5","30","80","3","5","4","2","80","70","80","95","100","100","0","100","I liked the insight I got into how the American public feels about important issues. I was also pleasantly surprised at most of the answers.","I definitely had issues with quantifying the specific percentage I thought the American public agreed with the issues presented.","4","18","2","1,5","1","","","","","","","","","","","","","","","","","","","","","","","","3",0.706949103528051,3.5
"215","830","99","34","50","100","4","4","4","3","2","5","5","2","4","4","4","5","","","","","","","","","","","","","","","","","","","","","","","","70","82","59","98","4","3","2","1","92","31","61","100","83","39","49","100","I liked that I was able to see the results of what people actually said in 2018 about the statements and how I predicted what they where going to say. I also liked how I was able to predict that some of the tends to the answers where going to increase since 2018.","Nothing","10","18","2","1","1","5",1.00314763832659,4.25
"216","1070","75","100","70","100","3","4","4","4","5","5","2","1","2","2","4","3","70","88","92","70","1","3","4","2","92","90","60","100","75","90","74","100","I really liked how it compared political ideals to different times. I also liked how it shared the actual statistics after expressing what I thought.","Trying to recall how I responded to certain questions, in comparison to how others might.","11","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","5",0.815617479596427,4.75
"217","835","85","80","29","100","3","4","5","3","3","4","3","2","3","2","3","3","60","60","40","90","1","2","5","1","90","90","70","100","90","100","50","100","The comparison between what I perceived Americans would rank certain issues and the actual answer.","As a young adult I don't have much of a political opinion so questions regarding my own values were a little difficult.","","18","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","4",1.603046051025,3.5
